V,I,G,P,fault_type
142.5136,8.48638,898.17589,1209.424564768,3
140.03813,8.52618,898.04708,1193.9903032434,3
139.18731,8.54633,898.02196,1189.5406830723,3
141.07951,8.539,898.12032,1204.67793589,3
144.39785,8.50608,898.31385,1228.259663928,3
139.62851,8.50556,897.84717,1187.6186695156,3
141.46428,8.53206,898.07072,1206.9817248168,3
140.6539,8.52596,898.24572,1199.209525244,3
137.15932,8.51219,898.15162,1167.5261921108,3
140.94766,8.53467,898.28171,1202.9417653722,3
140.13,8.54713,898.01515,1197.7093269,3
140.96548,8.48345,898.3575,1195.873601306,3
140.86921,8.50573,898.13587,1198.1954655733,3
136.72875,8.55725,898.09797,1170.0220959375,3
138.07259,8.56465,898.08221,1182.5434079435,3
140.33402,8.49723,898.18569,1192.4504447646,3
141.28571,8.48413,898.45011,1198.6863307823,3
138.9883,8.55642,898.17398,1189.242269886,3
139.26212,8.59061,898.08711,1196.3465606932,3
141.43204,8.52566,898.39753,1205.8014861464,3
139.895,8.51762,898.07902,1191.5724499,3
140.7653,8.52268,898.14034,1199.697607004,3
139.22092,8.51587,898.25573,1185.5872560004,3
141.57396,8.52703,898.14161,1207.2054041388,3
141.63064,8.55548,898.1991,1211.7181079072,3
138.74475,8.52044,898.24253,1182.16631769,3
141.40187,8.51805,898.46161,1204.4681987535,3
141.69047,8.57222,898.29299,1214.6018807434,3
139.96353,8.54995,898.19292,1196.6811833235,3
140.48642,8.532,898.08456,1198.63013544,3
141.27356,8.5091,897.77904,1202.110849396,3
139.50026,8.53813,897.91487,1191.0713549138,3
139.46412,8.54418,898.13736,1191.6065448216,3
141.21829,8.51106,898.13991,1201.9173392874,3
141.58286,8.53326,898.09499,1208.1633559236,3
137.24612,8.56195,898.09137,1175.094417134,3
141.94668,8.53305,898.15311,1211.238117774,3
141.3095,8.4903,898.24317,1199.76004785,3
141.25474,8.49215,897.97257,1199.556440291,3
140.85489,8.52891,898.25147,1201.3386798699,3
139.49778,8.5731,898.28064,1195.928417718,3
140.47989,8.53032,898.34749,1198.3384152648,3
139.72331,8.50692,898.19165,1188.6150203052,3
139.03299,8.55208,898.17632,1189.0212531192,3
138.31053,8.53467,898.05198,1180.4347310751,3
138.66381,8.51169,898.44862,1180.2633649389,3
140.8313,8.48781,898.24019,1195.349316453,3
141.95381,8.53128,898.02005,1211.0477001768,3
140.04922,8.54852,898.303,1197.2135581544,3
140.48475,8.48956,898.62171,1192.65371421,3
140.04734,8.49143,898.60298,1189.2021842962,3
139.41447,8.58615,898.3492,1197.0335515905,3
135.55476,8.59634,898.37538,1165.2748055784,3
140.89781,8.4994,898.66302,1197.546846314,3
140.44137,8.49348,898.64939,1192.8359672676,3
140.51962,8.5737,898.66451,1204.773065994,3
139.33293,8.5924,898.61767,1197.204267732,3
138.21497,8.49225,898.7156,1173.7560789825,3
140.74025,8.46295,898.79033,1191.0776987375,3
141.65555,8.5093,898.58765,1205.389571615,3
142.80159,8.54892,898.47119,1220.7993687828,3
140.37922,8.55672,898.60511,1201.1856793584,3
141.64714,8.49767,898.33195,1203.6706521638,3
139.98205,8.53343,898.32663,1194.5270249315,3
139.39878,8.58117,898.51398,1196.2046289726,3
140.14184,8.56042,898.60255,1199.6730099728,3
138.65491,8.51583,898.55124,1180.7616422253,3
141.64355,8.50821,898.66217,1205.1330685455,3
138.30613,8.54769,898.57296,1182.1979243397,3
140.6956,8.43701,898.84271,1187.050184156,3
141.07475,8.45264,898.80311,1192.45407484,3
139.73703,8.48658,899.0999,1185.8894840574,3
143.30485,8.41638,899.10501,1206.108073443,3
140.63669,8.39622,898.83802,1180.8165893118,3
138.26559,8.45271,898.93468,1168.7189352489,3
142.35118,8.48078,898.9943,1207.2490403204,3
141.84869,8.44408,898.90445,1197.7816862552,3
142.30725,8.43076,898.80247,1199.75827101,3
138.0276,8.44166,898.58297,1165.182069816,3
142.8843,8.42063,898.79289,1203.175823109,3
140.28528,8.45549,898.62406,1186.1807821872,3
141.84894,8.47434,898.67153,1202.0761461996,3
139.43805,8.45682,898.52953,1179.202490001,3
140.21123,8.43573,898.87422,1182.7840792479,3
141.17932,8.44653,898.44011,1192.4753617596,3
139.83153,8.44414,898.68005,1180.7570157342,3
143.08959,8.46069,898.79289,1210.6366632171,3
138.20627,8.44745,898.33152,1167.4905555115,3
139.74093,8.42294,898.57253,1177.0294689342,3
138.76388,8.53043,899.062,1183.7155648684,3
137.51863,8.54576,898.85825,1175.2012075088,3
143.71487,8.52569,898.83015,1225.2684300103,3
141.40799,8.52129,899.07605,1204.9784911071,3
141.95027,8.53713,899.07818,1211.8479085251,3
136.94163,8.52962,898.94874,1168.0600660806,3
140.76348,8.50665,899.01793,1197.425657142,3
141.65615,8.54649,899.11352,1210.6628694135,3
136.55732,8.58837,899.36347,1172.8047903684,3
140.41758,8.52834,899.06243,1197.5288642172,3
141.4087,8.67167,899.73946,1226.249581529,3
139.20979,8.61626,899.55317,1199.4677451854,3
137.67057,8.56516,899.89808,1179.1704593412,3
140.71302,8.63404,899.7616,1214.9218432008,3
137.30873,8.67075,899.65281,1190.5696706475,3
140.44107,8.6388,899.64919,1213.242315516,3
136.67616,8.5924,899.88147,1174.376237184,3
136.5232,8.60692,899.61066,1175.044260544,3
138.55474,8.63299,899.74819,1196.1416848726,3
137.34902,8.62616,899.66047,1184.7946223632,3
142.23836,8.60517,899.30131,1223.9852683212,3
139.76937,8.5805,899.18506,1199.291079285,3
138.32172,8.61035,899.21338,1190.998421802,3
137.90314,8.63808,899.04326,1191.2183555712,3
137.69309,8.60018,899.29811,1184.1853587562,3
140.07032,8.56964,899.17931,1200.3522170848,3
139.58686,8.58787,899.28363,1198.7538073882,3
137.1203,8.67258,899.35964,1189.186771374,3
140.5258,8.65985,899.21678,1216.93234913,3
139.30494,8.58944,899.1395,1196.5514238336,3
137.92728,8.67241,899.42266,1196.1619223448,3
137.91478,8.72586,899.25149,1203.4250622108,3
135.78672,8.72479,899.28789,1184.7106167888,3
139.72347,8.67488,899.36731,1212.0843354336,3
137.77585,8.65553,899.41862,1192.5230029505,3
139.48634,8.70395,899.48802,1214.082129043,3
137.2234,8.7192,899.4414,1196.47826928,3
136.07558,8.64347,899.11544,1176.1651934626,3
139.21353,8.64678,899.47802,1203.7487669334,3
139.15234,8.7118,899.56744,1212.267355612,3
140.14903,8.67542,899.42266,1215.8516978426,3
135.4714,8.66637,899.61044,1174.045276818,3
134.80168,8.69207,899.37433,1171.7056386776,3
139.26242,8.68923,899.52635,1210.0831977366,3
135.12697,8.70692,899.22445,1176.5397176324,3
138.08211,8.68899,899.31451,1199.7940729689,3
137.38237,8.69308,899.49739,1194.2759329996,3
138.32627,8.68984,899.53209,1202.0331540968,3
139.14186,8.69536,899.58936,1209.8885637696,3
137.74614,8.67833,899.4976,1195.4064591462,3
137.05101,8.66996,899.23829,1188.2267746596,3
139.42489,8.67151,899.69709,1209.0243278839,3
139.26799,8.68749,899.65856,1209.8892704451,3
137.52156,8.66397,899.39222,1191.4826701932,3
135.36896,8.65686,899.52741,1171.8701350656,3
137.68358,8.71847,899.54572,1200.3901617226,3
138.78018,8.69451,899.55551,1206.6256628118,3
134.95276,8.64447,899.40584,1166.5950852372,3
137.59186,8.7309,899.21295,1201.300770474,3
137.15608,8.70741,899.51038,1194.2742225528,3
138.88565,8.67491,899.94598,1204.8205140415,3
137.5121,8.68098,900.0107,1193.739789858,3
140.14159,8.6887,899.83804,1217.648233033,3
138.27368,8.67886,900.18997,1200.0579104048,3
138.50332,8.67831,900.34113,1201.9747469892,3
136.85827,8.6933,900.06457,1189.749998591,3
137.57709,8.68578,899.98707,1194.9643367802,3
137.43349,8.6827,899.84272,1193.293763623,3
138.38579,8.69021,900.25767,1202.6015761159,3
137.49504,8.65797,900.01326,1190.4279314688,3
137.47925,8.68044,900.16357,1193.38038087,3
138.87077,8.68021,900.27449,1205.4274464617,3
136.52938,8.69981,900.30643,1187.7796654178,3
137.83355,8.69556,900.28748,1198.539904038,3
139.62791,8.70666,900.38903,1215.6927388806,3
137.87955,8.70802,900.26683,1200.657878991,3
138.20439,8.67998,900.37136,1199.6113411122,3
137.69537,8.69296,900.33027,1196.9803435952,3
138.27687,8.69344,900.40415,1202.1016727328,3
140.4853,8.68669,900.45248,1220.352250657,3
138.27515,8.60461,900.05243,1189.8037384415,3
140.71636,8.62398,899.62684,1213.5350743128,3
138.61244,8.6293,899.74308,1196.128328492,3
139.33111,8.6332,899.78055,1202.873338852,3
140.08551,8.61964,899.75969,1207.4866654164,3
137.92597,8.62051,899.81419,1188.9922036447,3
138.69175,8.62926,899.56211,1196.807170605,3
141.31163,8.62593,899.6279,1218.9442285659,3
139.54141,8.65344,899.85166,1207.5132189504,3
138.18025,8.6293,899.79077,1192.398831325,3
140.0398,8.67075,899.9034,1214.25009585,3
139.95406,8.63873,900.16761,1209.0253367438,3
138.05918,8.61856,900.04455,1189.8713263808,3
135.73236,8.63735,899.89169,1172.367899646,3
140.95399,8.64101,900.01858,1217.9848371299,3
140.16704,8.62298,899.94087,1208.6575825792,3
139.25478,8.65263,900.07223,1204.9200870714,3
137.66698,8.69038,900.17166,1196.3783696524,3
139.14348,8.62344,899.96642,1199.8954511712,3
139.33794,8.62618,899.99261,1201.9541512692,3
141.15067,8.52383,900.38243,1203.1443154661,3
139.29401,8.54722,900.02688,1190.5765481522,3
139.29067,8.58047,900.0156,1195.1794152149,3
139.5157,8.5467,900.15888,1192.39883319,3
137.7802,8.52684,900.04903,1174.829720568,3
140.81941,8.54329,900.15888,1203.0610572589,3
139.0789,8.61663,900.14121,1198.391422107,3
138.64625,8.59506,900.08054,1191.672837525,3
139.49191,8.5256,900.1674,1189.252227896,3
136.89365,8.54843,900.09885,1170.2257844695,3
139.87424,8.52693,900.16655,1192.6978532832,3
139.58468,8.59028,900.32623,1199.0714849104,3
136.62054,8.59768,900.46802,1174.6196843472,3
141.45365,8.51942,900.2004,1205.103054883,3
136.36347,8.53737,900.35859,1164.1853978739,3
141.10006,8.60772,900.2928,1214.5498084632,3
138.65319,8.58865,900.45951,1190.8437202935,3
140.03347,8.52257,900.55872,1193.4450504179,3
139.96186,8.56194,900.2813,1198.3450476084,3
139.86129,8.60315,900.40521,1203.2476570635,3
138.79637,8.56767,900.42289,1189.1614953579,3
141.94491,8.59602,900.15122,1220.1612852582,3
141.11924,8.54417,900.09501,1205.7467768308,3
143.10766,8.48684,900.21062,1214.5318131944,3
138.1968,8.57023,900.21083,1184.378361264,3
141.74007,8.60132,900.20232,1219.1516988924,3
144.25851,8.54648,900.19337,1232.9024705448,3
145.1689,8.53005,900.19785,1238.297975445,3
138.57089,8.6052,900.37562,1192.430222628,3
140.25724,8.60907,900.24639,1207.4843971668,3
142.21068,8.5304,900.11758,1213.113984672,3
137.58645,8.61301,899.96216,1185.0334697145,3
140.73103,8.59219,900.09161,1209.1877486557,3
140.01915,8.5452,900.08266,1196.49164058,3
141.35839,8.57607,900.18848,1212.2994477273,3
140.99909,8.60023,900.01262,1212.6246037907,3
139.47186,8.57518,900.12226,1195.9963044348,3
140.28356,8.49589,900.0239,1191.8336945684,3
142.46754,8.54823,900.25235,1217.8452994542,3
140.09755,8.60705,900.19487,1205.8266177275,3
139.66237,8.59515,900.27534,1200.4190195055,3
138.9964,8.59108,900.31345,1194.129192112,3
139.79286,8.52258,900.38478,1191.3958327788,3
140.88379,8.53481,900.30132,1202.4163797299,3
137.26758,8.60278,900.41692,1180.8827918724,3
140.62788,8.54553,900.13078,1201.7397673764,3
140.88191,8.52963,900.06819,1201.6705659933,3
140.18187,8.55228,900.34347,1198.8746031636,3
141.32342,8.59024,900.40074,1214.0020954208,3
139.15983,8.58435,900.42374,1194.5966866605,3
141.62741,8.58075,900.14994,1215.2693983575,3
142.58208,8.55139,900.27045,1219.2749730912,3
140.40179,8.55289,900.47931,1200.8410656731,3
140.1926,8.58718,900.34901,1203.859090868,3
137.47186,8.56501,900.32346,1177.4478556186,3
141.75298,8.56194,900.36604,1213.6805095812,3
141.41832,8.55448,900.41543,1209.7601900736,3
140.02745,8.56615,900.44418,1199.4961408175,3
141.30221,8.56885,900.33389,1210.7974421585,3
138.76884,8.56771,900.19998,1188.9311781564,3
139.15163,8.53423,900.65282,1187.5520152949,3
138.38433,8.56049,900.61918,1184.6376731217,3
137.0175,8.59957,900.76396,1178.291582475,3
140.93369,8.53548,900.77822,1202.9366923212,3
142.9748,8.49677,900.3637,1214.823991396,3
139.3308,8.57003,900.81782,1194.069135924,3
139.71871,8.59144,900.86019,1200.3849138424,3
138.95935,8.54599,900.50741,1187.5452155065,3
140.31291,8.56847,900.71648,1202.2669599477,3
141.38294,8.59095,900.67177,1214.613768393,3
141.16727,8.51871,901.60876,1202.5630346217,3
141.97219,8.499,901.50359,1206.62164281,3
142.97272,8.43659,901.68413,1206.2022198248,3
140.62571,8.49478,901.4427,1194.5844687938,3
138.9387,8.53519,901.42162,1185.868202853,3
140.78327,8.47188,901.67796,1192.6989694476,3
141.90629,8.45734,901.62047,1200.1497426686,3
140.5921,8.51014,901.48634,1196.458453894,3
140.6742,8.49799,901.49954,1195.447944858,3
140.86501,8.47357,901.60898,1193.6295227857,3
139.80288,8.51452,900.74182,1190.3544178176,3
140.06683,8.58038,900.8521,1201.8266267954,3
141.49136,8.58267,900.91022,1214.3736507312,3
142.24879,8.54852,900.83635,1216.0166262908,3
142.68503,8.54776,901.0863,1219.6373920328,3
138.39425,8.56093,901.16379,1184.7834866525,3
139.5492,8.55899,900.57639,1194.400207308,3
140.45848,8.53269,900.81506,1198.4886677112,3
138.3784,8.54973,901.03371,1183.097957832,3
140.0644,8.58834,900.94131,1202.920689096,3
138.02689,8.60994,901.10226,1188.4032412866,3
138.8688,8.59248,900.99709,1193.227386624,3
142.09067,8.50604,901.06245,1208.6289226468,3
137.25371,8.54888,901.05734,1173.3654963448,3
138.64914,8.57933,900.73288,1189.5167262762,3
138.17104,8.51569,901.06735,1176.6217436176,3
139.74928,8.54465,901.22,1194.108685352,3
138.85296,8.58061,900.85189,1191.4430971056,3
140.10277,8.57495,900.96792,1201.3742476115,3
138.79754,8.57318,901.0005,1189.9362939772,3
139.40586,8.57032,900.3752,1194.7528300752,3
140.00483,8.59725,900.4676,1203.6565247175,3
139.55239,8.62637,900.44758,1203.8305505243,3
142.03394,8.57631,900.55829,1218.1270999614,3
139.80161,8.52373,900.50847,1191.6311772053,3
140.73549,8.55984,900.47931,1204.6732767216,3
142.16295,8.59426,900.31856,1221.785354667,3
139.09054,8.57777,900.44183,1193.0866612958,3
139.77626,8.53643,900.68114,1193.1902591518,3
141.40916,8.57831,900.38371,1213.0516113196,3
138.66548,8.6359,900.46462,1197.501218732,3
140.75341,8.63161,900.76971,1214.9285412901,3
139.45552,8.62672,900.36604,1203.0437234944,3
140.30077,8.61847,900.49442,1209.1779772219,3
139.62831,8.64598,900.51401,1207.2235756938,3
138.7904,8.63309,900.52785,1198.190014336,3
141.95118,8.61588,900.48165,1223.0343327384,3
137.97273,8.65559,900.19848,1194.2353820607,3
139.86918,8.67269,900.47845,1213.0420386942,3
139.00242,8.64384,900.56383,1201.5146780928,3
137.97324,8.59834,900.16804,1186.3408284216,3
141.28379,8.65728,900.15335,1223.1333294912,3
137.37878,8.64867,899.87977,1188.1437332226,3
142.00174,8.61723,900.10012,1223.6616539802,3
138.20748,8.62597,900.00581,1192.1735762556,3
140.87032,8.63931,900.04903,1217.0223642792,3
140.50403,8.66512,900.18805,1217.4842804336,3
138.80103,8.63487,900.19359,1198.5288499161,3
142.4931,8.60647,900.10396,1226.362590357,3
140.02163,8.62962,900.13674,1208.3334586806,3
138.70891,8.63881,900.16804,1198.2799187971,3
138.00847,8.62853,900.23319,1190.8102236491,3
140.10383,8.61101,899.9843,1206.4354811683,3
137.54333,8.65779,900.40011,1190.8212670407,3
137.95077,8.67431,900.33879,1196.6277437187,3
140.15718,8.63637,900.33112,1210.4492646366,3
138.1637,8.60355,900.35561,1188.698301135,3
140.72724,8.62208,900.39393,1213.3615214592,3
139.04792,8.63146,900.20338,1200.1865595632,3
139.79888,8.62435,900.42289,1205.674470728,3
135.17338,8.68053,900.10566,1173.3765802914,3
137.76608,8.65183,900.29089,1191.9287039264,3
139.84008,8.60388,900.28237,1203.1672675104,3
137.96666,8.68355,900.44077,1198.040390443,3
138.76231,8.68973,900.18805,1205.8070080763,3
136.67353,8.61478,900.52891,1177.4123927734,3
139.94389,8.64328,900.471,1209.5742255592,3
138.82593,8.66835,900.27619,1203.3917503155,3
138.39045,8.69022,900.29408,1202.643456399,3
138.36028,8.68866,900.28748,1202.1654304248,3
138.62165,8.66448,900.25469,1201.084513992,3
142.84249,8.6325,900.24809,1233.087794925,3
138.81682,8.63595,900.00602,1198.815116679,3
136.76129,8.66252,900.1361,1184.6974098508,3
136.47274,8.66243,900.03923,1182.1855571582,3
135.19343,8.67346,900.12461,1172.5948073678,3
137.22193,8.6494,900.07798,1186.887361342,3
139.17532,8.64313,900.06755,1202.9103835516,3
139.00743,8.65878,900.09821,1203.6347547354,3
138.8193,8.68076,899.94683,1205.057026668,3
137.54596,8.72433,900.03242,1199.9963452068,3
136.72151,8.70507,899.87317,1190.1703150557,3
137.03597,8.7047,899.83229,1192.857008059,3
135.58341,8.75305,900.04754,1186.7683669005,3
137.32366,8.7211,899.89765,1197.613371226,3
139.18043,8.72675,899.87806,1214.5928175025,3
137.9203,8.76282,899.90319,1208.570763246,3
140.11446,8.72436,900.00283,1222.4089902456,3
138.61173,8.75071,900.19061,1212.9510518283,3
137.24379,8.74954,899.79524,1200.8200303566,3
139.09342,8.73071,899.8836,1214.3843129282,3
141.24289,8.74736,900.05712,1235.5024062704,3
140.18233,8.6923,900.19188,1218.506867059,3
137.38329,8.71815,900.0865,1197.7281297135,3
137.3349,8.77064,900.04008,1204.514967336,3
137.67735,8.75764,900.04562,1205.728667454,3
138.10337,8.68903,900.06095,1199.9843250311,3
140.27703,8.73464,900.22254,1225.2693573192,3
138.25673,8.76309,900.20594,1211.5561680957,3
137.83289,8.75703,900.03072,1207.0067527167,3
136.39576,8.72416,899.64429,1189.9384335616,3
140.28123,8.725,899.5702,1223.95373175,3
136.19826,8.72607,899.4844,1188.4755506382,3
136.29519,8.74583,899.53529,1192.0145615577,3
136.71792,8.75842,899.50058,1197.4329648864,3
136.36246,8.73435,899.44267,1191.037452501,3
137.50693,8.73922,899.51613,1201.7033127946,3
137.82955,8.73644,899.44736,1204.139593802,3
138.22054,8.71327,899.59022,1204.3528845658,3
136.79227,8.71618,899.64067,1192.3060479286,3
138.55282,8.72569,900.29685,1208.9689559458,3
137.94049,8.73765,900.21254,1205.2757224485,3
139.77868,8.71265,900.11779,1217.842716302,3
138.33746,8.70569,900.35284,1204.3230421474,3
137.6564,8.7544,900.16314,1205.09918816,3
136.4733,8.73079,900.14057,1191.519722907,3
138.3331,8.72162,899.8985,1206.488731622,3
138.06541,8.73902,900.02859,1206.5563792982,3
137.10734,8.73982,900.32303,1198.2934722788,3
137.40844,8.76508,900.17996,1204.3959692752,3
139.03274,8.70527,900.67837,1210.3175405398,3
140.55014,8.72923,900.43715,1226.8944985922,3
140.51744,8.71549,900.85125,1224.6783431456,3
137.03749,8.70225,900.42118,1192.5344973525,3
139.18094,8.70432,900.47696,1211.4754396608,3
138.30086,8.74474,900.7746,1209.4050624764,3
137.54864,8.74409,900.71627,1202.7376875376,3
139.51656,8.68017,900.51763,1211.0274586152,3
137.84448,8.71389,900.55361,1201.1616358272,3
137.9369,8.74449,900.60343,1206.187842681,3
140.92666,8.64448,900.55148,1218.2376938368,3
137.32933,8.68402,900.62685,1192.5706483066,3
139.96251,8.66398,900.55446,1212.6323873898,3
137.46189,8.6184,900.59065,1184.701552776,3
138.89203,8.64747,900.34922,1201.0646626641,3
140.63143,8.69167,900.70797,1222.3219811881,3
137.93543,8.64983,900.59981,1193.1180204769,3
141.36892,8.63853,900.81612,1221.2196564876,3
138.18885,8.6351,900.73245,1193.274538635,3
139.93771,8.67386,900.68093,1213.8001052606,3
137.59278,8.6549,900.67156,1190.851751622,3
140.99843,8.66515,900.69945,1221.7725457145,3
141.12142,8.63999,900.6624,1219.2876575858,3
140.50555,8.64108,900.79802,1214.119697994,3
137.63231,8.66156,900.65793,1192.1105110036,3
139.26303,8.64106,900.65048,1203.3801980118,3
138.20783,8.6671,900.69051,1197.861083393,3
138.07108,8.66202,900.73948,1195.9744563816,3
138.83246,8.64796,900.63622,1200.6175607816,3
137.6935,8.64773,900.59938,1190.736210755,3
143.26021,8.54921,900.36817,1224.7616199341,3
140.85317,8.57203,900.48463,1207.3975988351,3
143.30966,8.57435,900.71116,1228.787183221,3
139.96565,8.55473,900.46653,1197.3683450245,3
140.99529,8.54603,900.63515,1204.9499781987,3
139.04337,8.57676,900.59023,1192.5416140812,3
142.04102,8.57602,900.5106,1218.1466283404,3
141.82146,8.57261,900.57745,1215.7800662106,3
140.25096,8.55287,900.54403,1199.5482282552,3
140.35406,8.58609,900.78993,1205.0925910254,3
137.45445,8.65027,900.37945,1189.0181052015,3
137.03577,8.65431,900.25129,1185.9500346687,3
139.38197,8.61532,900.28003,1200.8202737804,3
137.75039,8.59403,900.27151,1183.8309841717,3
137.19313,8.64667,900.44588,1186.2637213771,3
139.76259,8.64941,900.4116,1208.8639435719,3
139.78729,8.63194,900.29727,1206.6355000426,3
138.20627,8.63541,900.3043,1193.4678060207,3
139.73025,8.62872,900.41692,1205.69320278,3
137.96833,8.65082,900.26555,1193.5391885306,3
140.16821,8.5278,900.30323,1195.326461238,3
140.95323,8.55802,900.26555,1206.2805614046,3
138.36762,8.6152,900.29642,1192.064719824,3
140.33119,8.56865,900.11503,1202.4488511935,3
141.73334,8.51895,900.3143,1207.419236793,3
140.12073,8.54628,900.3143,1197.5109923844,3
141.11514,8.5803,900.21062,1210.810235742,3
139.20766,8.57599,900.27705,1193.8435000834,3
140.53131,8.53209,900.3209,1199.0257847379,3
139.57643,8.53122,900.31941,1190.7572311446,3
142.14311,8.54464,900.71648,1214.5617034304,3
139.28631,8.55528,900.60918,1191.6333822168,3
142.29313,8.57118,900.90022,1219.6200299934,3
140.14255,8.57363,900.67347,1201.5303709565,3
140.43418,8.55507,900.60236,1201.4242402926,3
139.33379,8.57223,900.5353,1194.4012946517,3
136.86156,8.56588,900.46185,1172.3396995728,3
137.89985,8.56713,900.64218,1181.4059419305,3
139.46291,8.54951,900.63345,1192.3395436741,3
139.7384,8.57016,900.44396,1197.580446144,3
140.26124,8.54037,900.47249,1197.8828862588,3
140.25172,8.55783,900.35114,1200.2503769676,3
143.06474,8.58697,900.4478,1228.4926304378,3
139.29158,8.56414,900.40223,1192.9125919412,3
139.39068,8.51341,900.527,1186.6900090188,3
139.51094,8.52319,900.23425,1189.0782486986,3
143.45639,8.56226,900.55787,1228.3109098414,3
137.20568,8.5415,900.46036,1171.94231572,3
139.35287,8.51201,900.09693,1186.1730229687,3
140.1632,8.49812,900.26363,1191.123693184,3
136.13889,8.60867,900.35092,1171.9747781763,3
136.63987,8.63457,899.94832,1179.8265223059,3
135.80768,8.65243,900.36881,1175.0664446624,3
134.30971,8.61711,900.34709,1157.3615451381,3
140.20389,8.60415,900.28237,1206.3353001435,3
140.89143,8.6542,900.17656,1219.302613506,3
139.49413,8.64122,900.3984,1205.3994660386,3
137.47778,8.61664,899.92703,1184.5965382592,3
140.64691,8.64451,900.08352,1215.8236199641,3
137.84114,8.65332,900.30749,1192.7834935848,3
140.23416,8.58791,899.90084,1204.3183450056,3
138.68725,8.61547,899.97749,1194.8558417575,3
140.64347,8.64197,899.92362,1215.4366484359,3
136.83554,8.66046,900.01922,1185.0587207484,3
140.19174,8.64756,900.19827,1212.3164831544,3
139.53412,8.62983,899.97387,1204.1557347996,3
139.64299,8.62905,899.93533,1204.9863428595,3
137.81548,8.67461,899.9843,1195.4955409628,3
139.74012,8.67602,899.7895,1212.3880759224,3
139.82813,8.61716,899.98941,1204.9213687108,3
138.48925,8.7151,899.94087,1206.947662675,3
140.31792,8.71276,899.97451,1222.5563606592,3
137.25802,8.69637,900.08117,1193.6465273874,3
137.54631,8.68516,900.3275,1194.6117097596,3
138.87427,8.73904,899.85762,1213.6278005008,3
138.16046,8.71609,899.90979,1204.2190038014,3
138.01434,8.65145,900.12163,1194.024161793,3
137.69745,8.70404,900.11141,1198.524112698,3
138.88621,8.75715,899.98388,1216.2473739015,3
138.72779,8.69774,900.05563,1206.6182481946,3
137.60907,8.66457,900.34624,1192.3234196499,3
134.95863,8.71516,900.34347,1176.1860538308,3
136.93464,8.7394,900.61258,1196.726592816,3
138.84415,8.69478,900.5072,1207.219338537,3
137.53199,8.73283,900.2779,1201.0434882317,3
137.99576,8.70407,900.24618,1201.1247547432,3
139.3963,8.68804,900.23638,1211.080630252,3
140.1012,8.70875,900.26257,1220.1063255,3
139.16383,8.71074,900.19785,1212.2199405342,3
132.91808,8.708,900.15101,1157.45064064,3
137.82145,8.61345,899.99324,1187.1181685025,3
140.50742,8.59701,899.99516,1207.9436948142,3
140.42902,8.62283,899.85528,1210.8955665266,3
139.64719,8.64929,900.05712,1207.8490439951,3
138.01925,8.63968,900.06563,1192.44215384,3
137.77539,8.61028,900.0271,1186.2846850092,3
138.05184,8.59778,900.01986,1186.9393489152,3
136.26016,8.64348,899.84549,1177.7619677568,3
140.10646,8.67677,900.10481,1215.6715289342,3
139.17253,8.64561,900.14079,1203.2314170933,3
140.86648,8.63921,900.00219,1216.9751026808,3
140.24884,8.61861,899.8655,1208.7500549124,3
138.80862,8.63292,900.00006,1198.3237117704,3
139.47723,8.65015,899.9183,1206.4989610845,3
140.5178,8.64929,900.24767,1215.379202362,3
139.82444,8.59598,899.97451,1201.9280897512,3
139.84894,8.62418,899.95152,1206.0824313692,3
141.01093,8.63944,900.24554,1218.2554690792,3
136.34373,8.62905,899.85826,1176.5168633565,3
139.62416,8.62907,899.88892,1204.8266503312,3
137.75545,8.54706,900.12865,1177.404096477,3
137.87404,8.58904,899.96791,1184.2056445216,3
140.44173,8.5668,899.93768,1203.136212564,3
141.25838,8.57582,900.05456,1211.4064403716,3
139.14794,8.55613,900.13057,1190.5678638722,3
141.22214,8.53552,900.28535,1205.4044004128,3
140.92413,8.56554,899.99644,1207.0912724802,3
140.1386,8.56637,900.02688,1200.479098882,3
138.14958,8.54971,899.82164,1181.1388456218,3
140.49968,8.54656,899.95982,1200.7889451008,3
140.35897,8.57984,900.26044,1204.2575051648,3
139.1611,8.58754,900.21637,1195.051512694,3
141.61065,8.51639,900.16378,1206.0115235535,3
140.67015,8.50014,900.28024,1195.715968821,3
139.16433,8.58044,900.34432,1194.0911837052,3
139.32336,8.56755,900.30834,1193.659852968,3
142.34308,8.5141,900.06435,1211.923217428,3
143.33015,8.5135,900.54573,1220.241232025,3
136.86591,8.58727,900.30707,1175.3045229657,3
140.55333,8.56699,900.09714,1204.1189725767,3
138.99994,8.54707,900.10502,1188.0422171758,3
141.60331,8.53908,900.38158,1209.1619923548,3
141.83993,8.54213,900.23489,1211.6151212509,3
136.8898,8.55162,900.00581,1170.629551476,3
143.11353,8.55027,900.4231,1223.6593221531,3
140.95222,8.54578,900.1591,1204.5466626316,3
139.16595,8.5337,900.17762,1187.600467515,3
142.43414,8.55808,900.26023,1218.9627648512,3
138.51951,8.56672,900.21168,1186.6578567072,3
140.49345,8.53493,900.20487,1199.1017612085,3
143.19927,8.52436,900.57277,1220.6821292172,3
141.11828,8.53569,900.64558,1204.5418914132,3
138.799,8.57826,900.73053,1190.65390974,3
140.57793,8.58021,900.72031,1206.1881607653,3
140.07559,8.52358,900.50571,1193.9454974122,3
140.6912,8.54137,900.73373,1201.695594944,3
140.798,8.57476,900.53168,1207.30905848,3
