V,I,G,P,fault_type
140.64484,7.24584,838.57668,1019.0900074656,1
143.8822,7.289,838.74764,1048.7573558,1
142.35194,7.24177,838.43957,1030.8800085338,1
141.07926,7.23871,838.90966,1021.2318501546,1
139.63018,7.26524,838.75701,1014.4467689432,1
140.79035,7.28607,839.11213,1025.8083454245,1
140.05742,7.27422,838.84025,1018.8084857124,1
142.45388,7.25961,839.17196,1034.1596117868,1
142.23204,7.25566,838.968,1031.9873233464,1
141.64846,7.26561,839.00461,1029.1624674606,1
140.30168,7.2928,838.85707,1023.192091904,1
143.42926,7.27548,838.8609,1043.5167125448,1
140.69404,7.25223,839.11022,1020.3455377092,1
142.07352,7.26511,839.06976,1032.1797508872,1
141.89743,7.24814,838.3544,1028.4924382802,1
142.59762,7.24554,838.6018,1033.1967596148,1
141.42429,7.25998,838.82194,1026.7375169142,1
139.04605,7.2595,838.97332,1009.404799975,1
144.40251,7.2594,838.45639,1048.275581094,1
141.65833,7.26583,838.40124,1029.2653438639,1
143.30849,7.24773,838.4319,1038.6612422277,1
138.68608,7.23604,838.45447,1003.5380223232,1
140.22156,7.2721,838.76041,1019.705206476,1
140.97175,7.27799,838.38911,1025.9909867825,1
140.76196,7.29391,838.07294,1026.7050676636,1
138.25253,7.27339,838.17301,1005.5645691767,1
142.59737,7.24815,838.17791,1033.5671273655,1
140.37557,7.24572,838.00524,1017.1220750604,1
141.45107,7.27687,838.28287,1029.3210477509,1
142.30877,7.30566,838.44808,1039.6594886382,1
142.69141,7.27772,838.20495,1038.4681283852,1
141.26091,7.25102,838.13149,1024.2856836282,1
143.62518,7.24683,838.15832,1040.8272631794,1
142.87762,7.27292,838.12085,1039.1375000504,1
142.37219,7.26935,838.14895,1034.9532793765,1
141.18226,7.26095,837.89517,1025.117330747,1
140.63325,7.2777,837.7736,1023.486603525,1
142.43303,7.27053,837.90156,1035.5636176059,1
143.42091,7.27502,838.23284,1043.3899886682,1
140.20693,7.26267,837.89112,1018.2766643031,1
141.16221,7.2931,838.35036,1029.510113751,1
137.0014,7.27408,838.08764,996.559143712,1
138.47244,7.26142,838.1498,1005.5065452648,1
140.9547,7.26949,838.28138,1024.668782103,1
145.1357,7.27378,838.71059,1055.685151946,1
141.94212,7.28254,838.5407,1033.6991665848,1
141.01989,7.27086,838.8015,1025.3358774054,1
140.98501,7.26361,838.68313,1024.0601284861,1
139.80202,7.26996,838.62948,1016.3550933192,1
141.69143,7.29645,839.02207,1033.8444344235,1
142.05863,7.27032,838.97353,1032.8116988616,1
141.66921,7.27281,838.71634,1030.3332471801,1
141.62148,7.25981,838.70889,1028.1450367188,1
141.90158,7.25902,838.64566,1030.0664072516,1
141.19916,7.25779,837.80468,1024.7938514564,1
143.10416,7.2217,837.90624,1033.455312272,1
142.2329,7.28618,837.73123,1036.334511322,1
142.48166,7.29502,837.99438,1039.4065593332,1
140.76176,7.24623,838.14767,1019.9920881648,1
143.13823,7.23115,837.98906,1035.0540118645,1
144.96873,7.28983,838.27499,1056.7973970159,1
141.12683,7.274,837.8956,1026.55656142,1
142.83424,7.22938,838.05591,1032.6029979712,1
141.87607,7.26454,837.97969,1030.6643855578,1
145.21724,7.25047,837.85685,1052.8932421028,1
143.41109,7.26303,838.02653,1041.5990490027,1
143.48787,7.26761,837.84833,1042.8138788907,1
141.86084,7.24841,837.82044,1028.2655312644,1
141.26369,7.2572,837.98502,1025.178851068,1
142.69242,7.27169,837.83619,1037.6150435898,1
139.18802,7.27539,838.21538,1012.6471288278,1
142.81344,7.25719,837.77573,1036.4242686336,1
142.02037,7.27853,838.05911,1033.6995236561,1
141.51874,7.28913,838.11361,1031.5484932962,1
142.22561,7.26256,838.49961,1032.9220261616,1
142.62389,7.24469,837.95542,1033.2658696441,1
137.84853,7.27949,837.95521,1003.4669956497,1
141.31856,7.26863,837.89176,1027.1923247728,1
141.50942,7.2436,837.96521,1025.037634712,1
140.44137,7.2418,838.12745,1017.048313266,1
142.0555,7.27973,837.9386,1034.125685015,1
140.89846,7.27364,838.18578,1024.8446745944,1
141.98595,7.24895,837.77105,1029.2490522525,1
142.55703,7.26009,838.0672,1034.9768679327,1
140.92362,7.24502,838.29543,1020.9944453724,1
142.51224,7.26694,838.47342,1035.6278973456,1
143.94734,7.27525,838.10382,1047.252885335,1
141.45886,7.27233,838.08189,1028.7355113438,1
143.74883,7.25247,837.87473,1042.5340771101,1
141.78517,7.23568,838.42658,1025.9121188656,1
144.20213,7.23431,838.49279,1043.2029110803,1
138.44881,7.29316,838.48151,1009.7293231396,1
142.24591,7.28165,838.35909,1035.7849305515,1
141.87815,7.25943,838.19515,1029.9544984545,1
141.43806,7.25894,838.10339,1026.6903912564,1
140.56011,7.25768,838.45937,1020.1402991448,1
142.38221,7.22114,837.96138,1028.1618719194,1
139.94713,7.25458,838.13426,1015.2576503554,1
142.30482,7.28922,838.04058,1037.2911400404,1
141.88402,7.26924,838.36739,1031.3889935448,1
142.04664,7.24895,838.18919,1029.688991028,1
146.16291,7.26935,838.09807,1062.5093498085,1
140.68427,7.2618,838.36143,1021.621031886,1
140.3653,7.25997,838.08508,1019.047867041,1
142.96538,7.26546,838.54282,1038.7092497748,1
142.63831,7.26583,838.64204,1036.3857119473,1
142.85924,7.24543,838.50727,1035.0766232732,1
140.37805,7.25206,838.82876,1018.030041283,1
141.5897,7.27211,838.62394,1029.655873267,1
140.51061,7.27887,838.79533,1022.7584638107,1
144.04396,7.24486,838.0112,1043.5783240456,1
140.87867,7.24753,838.34482,1021.0223871851,1
143.68754,7.2705,838.17514,1044.68025957,1
142.44639,7.29487,838.56688,1039.1278970193,1
142.78175,7.30431,837.78467,1042.9221643425,1
143.74843,7.27907,838.02994,1046.3548843601,1
140.20273,7.2671,838.01546,1018.867259183,1
141.20296,7.24641,837.72761,1023.2145413736,1
143.98596,7.27697,837.97927,1047.7815113412,1
140.74126,7.26581,837.75636,1022.5992543206,1
141.42156,7.26953,838.40359,1028.0682730668,1
142.93668,7.24208,838.08061,1035.1588714944,1
144.00064,7.25238,838.21687,1044.3473615232,1
142.58912,7.28237,837.83194,1038.3867298144,1
141.59982,7.27688,837.9105,1030.4048981616,1
140.98906,7.25201,837.98821,1022.4540730106,1
140.72106,7.26184,838.17514,1021.8938223504,1
139.90385,7.27498,838.32375,1017.797710673,1
140.53015,7.2736,837.94946,1022.16009904,1
141.14708,7.23043,837.62244,1020.5540816444,1
140.12468,7.25113,837.84407,1016.0622708884,1
142.74734,7.28826,837.7406,1040.3797282284,1
140.57297,7.28581,838.15278,1024.1879505557,1
142.37533,7.24379,837.77679,1031.3369917007,1
140.089,7.27801,838.26477,1019.56914289,1
143.07299,7.24512,838.15342,1036.5809813088,1
140.19964,7.27111,838.57157,1019.4070044004,1
141.62477,7.28706,838.22262,1032.0281964762,1
141.04555,7.29888,838.31651,1029.474543984,1
141.79539,7.24629,838.1432,1027.4905166031,1
142.16042,7.24351,838.29543,1029.7404238742,1
141.1116,7.28615,838.17493,1028.16028434,1
142.50474,7.28148,838.13341,1037.6454142152,1
143.87678,7.2601,838.21942,1044.559810478,1
140.9264,7.27948,838.24348,1025.870910272,1
141.4206,7.28207,838.38379,1029.834708642,1
141.69118,7.25601,838.27563,1028.1126189918,1
140.80544,7.23614,838.25157,1018.8878766016,1
141.92891,7.27227,838.13745,1032.1453543257,1
140.75553,7.29497,838.44468,1026.8073686841,1
142.63371,7.27048,838.21176,1037.0155358808,1
143.98874,7.27186,838.28074,1047.0659588564,1
145.7581,7.26759,838.23837,1059.310109979,1
140.68498,7.26257,838.46171,1021.7345151986,1
138.71686,7.2899,838.00226,1011.232037714,1
139.44539,7.26498,838.36867,1013.0679694422,1
145.63627,7.23964,838.24944,1054.3541657428,1
144.64156,7.27632,838.52366,1052.4582758592,1
140.24317,7.29767,838.14682,1023.4483744139,1
142.56457,7.27041,838.34631,1036.5028753737,1
139.24253,7.24427,838.18749,1008.7104828031,1
140.34313,7.26235,838.1828,1019.2209301555,1
139.25949,7.30059,838.23496,1016.6764400991,1
139.76148,7.26925,838.29479,1015.96113849,1
142.37816,7.26388,838.28457,1034.2178688608,1
142.06111,7.26452,838.31608,1032.0057748172,1
141.61551,7.28921,838.12319,1032.2651916471,1
141.50062,7.2682,838.18472,1028.454806284,1
139.84656,7.2228,838.19175,1010.083733568,1
142.30087,7.23067,838.39635,1028.9306316829,1
140.84061,7.29116,838.53516,1026.8914220076,1
141.08948,7.28102,838.68526,1027.2753256696,1
144.90581,7.25029,838.13277,1050.6091451849,1
140.9796,7.23733,838.00865,1020.315888468,1
141.25565,7.29411,837.64905,1030.3342492215,1
140.59994,7.26211,837.40464,1021.0522302734,1
144.16503,7.22856,837.79298,1042.1055692568,1
140.95672,7.26721,837.66694,1024.3620851512,1
141.56368,7.30415,837.50321,1034.002353272,1
146.05611,7.27479,837.74039,1062.5275284669,1
145.61582,7.24832,837.61371,1055.4700604224,1
142.34273,7.25906,837.83194,1033.2744176338,1
140.13617,7.27814,837.60094,1019.9306643238,1
142.36358,7.28855,837.58114,1037.624071009,1
140.28776,7.25789,838.14448,1018.1931304264,1
143.58105,7.22035,838.46022,1036.7054343675,1
141.256,7.26994,838.22794,1026.92264464,1
142.8512,7.31182,838.21878,1044.502261184,1
140.03722,7.27666,838.39315,1019.0032372852,1
142.27886,7.24939,838.23135,1031.4349448954,1
141.88867,7.25533,838.31651,1029.4491241111,1
140.83348,7.29568,838.18642,1027.4760033664,1
143.87446,7.26863,838.28968,1045.7702161898,1
141.53863,7.25875,838.32949,1027.3935305125,1
139.30869,7.30834,838.04442,1018.1152714746,1
140.24383,7.32373,838.03185,1027.1079450859,1
140.6956,7.35593,838.03931,1034.946984908,1
142.07109,7.33267,837.61648,1041.7604195103,1
140.83722,7.33652,838.14618,1033.2550812744,1
140.53966,7.33143,837.8017,1030.3566795138,1
142.69126,7.33668,837.91901,1046.8801134168,1
140.32091,7.3441,837.81384,1030.530795131,1
140.41779,7.36387,837.71101,1034.0183512473,1
141.29381,7.32465,837.94776,1034.9277054165,1
140.77598,7.31938,838.03356,1030.3928924924,1
140.71145,7.36597,837.89219,1036.4763193565,1
143.08306,7.35395,838.12787,1052.225669087,1
140.21007,7.33932,838.00567,1029.0465709524,1
141.39337,7.34085,838.16087,1037.9475201645,1
138.28006,7.36547,838.03207,1018.4976335282,1
140.09532,7.32665,838.163,1026.429376278,1
142.56649,7.30577,837.89666,1041.5579856473,1
140.16978,7.34842,838.12638,1030.0264147476,1
138.71119,7.36483,838.05506,1021.5843334477,1
139.98524,7.32533,838.40039,1025.4380781292,1
139.58494,7.3123,838.52047,1020.686956762,1
141.5404,7.34709,838.52026,1039.910057436,1
140.5965,7.3327,838.65183,1030.95195555,1
137.83663,7.32067,838.33013,1009.0564821421,1
141.08933,7.33008,838.27158,1034.1960760464,1
139.48027,7.33078,838.04293,1022.4991737106,1
141.41179,7.34766,838.582,1039.0457529114,1
138.77233,7.33081,838.42339,1017.3135844873,1
140.44274,7.31598,838.68952,1027.4762769852,1
139.77367,7.31351,838.60435,1022.2361332817,1
138.5349,7.30405,839.14045,1011.865836345,1
137.8832,7.34704,838.73806,1013.033385728,1
139.51554,7.36044,838.92563,1026.8957612376,1
140.79081,7.33032,838.75871,1032.0416903592,1
140.50631,7.30294,838.52302,1026.1091515514,1
140.94802,7.35017,838.79512,1035.9919081634,1
140.43935,7.34824,838.95224,1031.982049244,1
140.64418,7.34497,838.84558,1033.0272827746,1
140.21994,7.33934,839.13704,1029.1218144396,1
138.79247,7.35309,839.34505,1020.5535232323,1
139.83001,7.34568,839.77001,1027.1465078568,1
141.6395,7.33702,839.46981,1039.21184429,1
140.03671,7.36393,839.64482,1031.2205298703,1
138.91881,7.35064,839.54113,1021.1421615384,1
138.99741,7.32665,839.48344,1018.3853739765,1
140.28189,7.32051,839.43128,1026.9349785639,1
141.28622,7.33252,839.8771,1035.9840338744,1
141.40141,7.34631,839.81429,1038.7785922971,1
140.93481,7.32139,839.98206,1031.8387085859,1
143.20458,7.29422,839.21092,1044.5657115276,1
140.24944,7.36425,839.41531,1032.83193852,1
139.64188,7.37421,839.21092,1029.7485479148,1
140.782,7.35145,839.3344,1034.9518339,1
141.9692,7.30839,839.13534,1037.566281588,1
140.49411,7.36,839.3772,1034.0366496,1
137.37134,7.33917,839.1347,1008.1916173878,1
140.77021,7.32295,839.57988,1030.8532093195,1
142.41779,7.34383,839.53709,1045.8920387357,1
140.2501,7.3383,839.67675,1029.19730883,1
140.01141,7.3422,839.19091,1027.991774502,1
140.99524,7.36205,839.09531,1038.014006642,1
141.84206,7.32222,839.32057,1038.5987685732,1
142.74455,7.32322,839.06998,1045.349743451,1
138.99994,7.31288,839.52155,1016.4898812272,1
140.32349,7.34896,839.28969,1031.2317150704,1
139.02783,7.327,839.44426,1018.65691041,1
140.42649,7.30983,838.99908,1026.4937693967,1
139.46817,7.34519,839.20283,1024.4202076023,1
139.51155,7.33957,839.19729,1023.9547870335,1
141.16768,7.35759,839.30438,1038.6539106912,1
136.67317,7.35244,839.10234,1004.8812820348,1
141.19187,7.3392,838.97417,1036.235372304,1
142.87686,7.31886,838.90498,1045.6957355796,1
143.31639,7.32474,839.308,1049.7552944886,1
140.47118,7.33823,839.16174,1030.8098272114,1
140.02548,7.36892,839.38955,1031.8365600816,1
141.19982,7.31412,838.83429,1032.7524274584,1
139.69011,7.35152,839.23349,1026.9346374672,1
138.82775,7.36808,839.1562,1022.89396822,1
140.16968,7.33905,839.44256,1028.712290004,1
137.89378,7.31154,839.46577,1008.2158882212,1
139.97653,7.32551,839.22497,1025.3994702803,1
137.94064,7.34562,839.50494,1013.2595239968,1
138.64853,7.34694,839.11533,1018.6424309982,1
142.66868,7.34956,839.45853,1048.5520237808,1
137.60948,7.35136,839.64035,1011.6168268928,1
142.59089,7.33566,839.51282,1045.9982881374,1
141.09348,7.3461,839.30396,1036.486813428,1
140.23998,7.34029,839.34867,1029.4021227942,1
139.75535,7.33403,839.87561,1024.9699295605,1
140.33422,7.32637,839.52453,1028.1404193814,1
138.59766,7.33806,839.6395,1017.0379449396,1
142.66904,7.34431,839.75404,1047.8056571624,1
140.15196,7.33435,839.73424,1027.923527826,1
142.48526,7.33901,839.74297,1045.7007479926,1
143.39899,7.32606,839.67441,1050.5496046794,1
140.28629,7.34009,839.76979,1029.7139943661,1
140.90661,7.31726,839.55391,1031.0503010886,1
140.25886,7.33347,839.44788,1028.5841420442,1
140.89092,7.35837,839.97567,1036.7275190004,1
139.40976,7.33536,839.45576,1022.6207771136,1
136.16805,7.32621,839.77192,997.5957295905,1
137.174,7.32908,839.32269,1005.35921992,1
140.8311,7.34251,839.6989,1034.053760061,1
139.3185,7.32012,839.6165,1019.82813822,1
141.95068,7.34157,839.66824,1042.1408537676,1
140.01065,7.37675,839.74574,1032.8235623875,1
139.68323,7.35436,839.49238,1027.2807593828,1
141.43639,7.31407,839.61224,1034.4756570073,1
142.9872,7.34709,840.09447,1050.539827248,1
137.1658,7.37171,839.85432,1011.146499518,1
140.72233,7.3562,840.26714,1035.181603946,1
140.03368,7.32094,839.92479,1025.1781692592,1
140.74242,7.32824,840.11129,1031.3942319408,1
140.90677,7.35941,840.09298,1036.9906922057,1
140.4929,7.34217,840.01847,1031.522755593,1
140.28943,7.33154,840.04231,1028.5375676222,1
141.74878,7.33776,840.06637,1040.1185279328,1
140.73934,7.3533,839.84027,1034.898588822,1
141.46807,7.33566,839.76617,1037.7616623762,1
140.04552,7.33153,839.76894,1026.7479312456,1
141.38967,7.32242,839.87582,1035.3145474014,1
139.37787,7.33711,839.97652,1022.6307637557,1
140.54933,7.30723,839.97887,1027.0262806559,1
138.09097,7.315,839.68399,1010.13544555,1
139.93594,7.34338,839.75383,1027.6027830772,1
141.20179,7.34534,839.86411,1037.1751561586,1
138.7117,7.34116,839.75148,1018.304783572,1
143.18383,7.32561,840.01272,1048.9088968863,1
142.60066,7.27981,839.53475,1038.1057106746,1
142.75721,7.27141,839.49877,1038.0462043661,1
141.52997,7.26495,839.34186,1028.2081555515,1
141.64684,7.28246,839.62779,1031.5374464264,1
141.66,7.29302,839.62651,1033.1292132,1
142.97323,7.27743,839.64823,1040.4776731989,1
141.53407,7.25371,839.62906,1026.6470988997,1
143.09829,7.27009,839.69847,1040.3374471461,1
144.16316,7.28965,839.77874,1050.898979294,1
141.96945,7.27241,839.68591,1032.4600478745,1
142.23032,7.25799,838.61351,1032.3062402568,1
142.80752,7.27946,838.9203,1039.5616295392,1
143.09262,7.28208,838.69463,1042.0119062496,1
141.60524,7.28207,839.01334,1031.1792700468,1
140.3858,7.2951,838.89348,1024.12844958,1
140.78438,7.28313,838.72699,1025.3509415094,1
140.41713,7.29079,839.067,1023.7518072327,1
141.03765,7.284,838.7915,1027.3182426,1
142.2948,7.26457,838.90689,1033.710535236,1
141.56186,7.28367,838.79469,1031.0898728262,1
141.54116,7.20156,839.29246,1019.3171562096,1
142.18016,7.23033,839.54369,1028.0094762528,1
143.95726,7.23733,839.34377,1041.8661965158,1
145.42815,7.20582,839.57179,1047.929071833,1
143.635,7.20691,839.44575,1035.16451785,1
142.59691,7.21226,839.44426,1028.4459901166,1
144.02731,7.21517,839.52304,1039.1815262927,1
143.363,7.19602,839.24136,1031.64301526,1
142.11011,7.20775,839.51154,1024.2941453525,1
138.407,7.2298,839.09936,1000.6549286,1
142.62566,7.18925,838.38485,1025.371526155,1
141.34549,7.21239,838.40359,1019.4387986211,1
143.14946,7.21523,838.63203,1032.8562782758,1
142.55764,7.19622,838.4319,1025.8761401208,1
143.2432,7.18515,838.3676,1029.22387848,1
143.35713,7.23246,838.3642,1036.8247084398,1
142.22632,7.23757,838.55624,1029.3729468424,1
142.99529,7.1995,838.50855,1029.494590355,1
143.38978,7.19176,838.56923,1031.2248842128,1
142.74076,7.23678,838.43169,1032.9834771528,1
142.14766,7.19156,838.92733,1022.2634257496,1
143.07617,7.23365,838.62884,1034.9629371205,1
142.77983,7.21759,838.57987,1030.5262732097,1
143.21243,7.16001,838.43616,1025.4024309243,1
142.4021,7.18578,838.92052,1023.270162138,1
142.99899,7.2234,838.70165,1032.938904366,1
144.00803,7.21615,838.96203,1039.1835456845,1
138.2919,7.19515,838.59371,995.030964285,1
140.82098,7.18321,838.77191,1011.5466717458,1
143.51824,7.21311,838.77425,1035.2128521264,1
141.73825,7.21149,838.49811,1022.1439724925,1
142.49447,7.20718,838.6265,1026.9832942946,1
142.6494,7.22183,838.64502,1030.189716402,1
143.19638,7.22414,838.77553,1034.4706966132,1
141.22067,7.22463,838.64225,1020.2670891021,1
139.38643,7.20974,838.6959,1004.9399198282,1
144.27046,7.21354,838.66993,1040.7007340284,1
140.94624,7.20806,838.36675,1015.9489546944,1
142.79026,7.21428,838.56156,1030.1289169128,1
142.42478,7.22782,838.5473,1029.4206733796,1
143.08685,7.17818,838.45341,1027.103164933,1
143.93352,7.17144,838.40955,1032.2106026688,1
145.48271,7.21198,838.15832,1049.2183948658,1
144.23321,7.20742,838.30395,1039.5493224182,1
142.42994,7.19332,838.4104,1024.5441360008,1
144.51077,7.20322,838.56582,1040.9428686794,1
140.96725,7.20175,838.5507,1015.2108926875,1
142.62733,7.20472,838.38953,1027.5899769976,1
143.02961,7.21007,838.50876,1031.2535001727,1
141.49915,7.20339,838.27776,1019.2735621185,1
143.16237,7.20569,839.02463,1031.5836578853,1
146.08719,7.20226,838.60904,1052.1579250494,1
145.2389,7.2013,838.5143,1045.90889057,1
143.82369,7.21267,838.45575,1037.3528141523,1
144.84457,7.1936,838.40955,1041.953898752,1
144.07509,7.20323,838.82194,1037.8060105407,1
141.20731,7.21147,838.45511,1018.3122798457,1
143.37348,7.23836,838.65417,1037.7888626928,1
142.19129,7.20637,838.34035,1024.6830465173,1
142.5338,7.21406,838.58072,1028.247385228,1
141.76725,7.20064,839.37209,1020.81493104,1
139.84114,7.20501,839.15237,1007.5568121114,1
141.70576,7.23196,839.44639,1024.8103880896,1
142.77295,7.22716,839.20773,1031.842953322,1
142.92251,7.22528,839.48046,1032.6551530528,1
146.5332,7.21102,839.35612,1056.653835864,1
143.22007,7.21707,839.21901,1033.6292705949,1
144.72927,7.2095,839.3442,1043.425672065,1
141.34306,7.19038,838.97907,1016.3103117628,1
143.07035,7.21466,839.09893,1032.203931331,1
140.49072,7.22644,838.29905,1015.2477586368,1
140.13895,7.20496,838.16002,1009.695529192,1
143.68496,7.21667,838.32481,1036.9269402832,1
139.68844,7.20915,838.03334,1007.034917226,1
142.55905,7.21278,838.40763,1028.247064659,1
142.06339,7.2294,838.12596,1027.033071666,1
141.41255,7.21865,838.16662,1020.8077040575,1
139.41432,7.21537,838.44851,1005.9259020984,1
142.70285,7.22586,838.03973,1031.150815701,1
142.52327,7.22525,838.33354,1029.7662565675,1
141.72615,7.18769,839.61544,1018.6836310935,1
142.53147,7.17071,839.42553,1022.0518372437,1
139.75399,7.10798,839.5356,993.3685658402,1
140.7941,7.12936,839.34484,1003.771824776,1
139.65256,7.17253,839.16195,1001.6621761768,1
143.9649,7.16668,839.46151,1031.750369532,1
143.78021,7.12181,839.19091,1023.9753373801,1
143.87177,7.13129,839.15024,1025.9913146833,1
143.95265,7.16996,839.12554,1032.134742394,1
142.97814,7.19665,839.43,1028.963631231,1
140.73832,7.22997,840.06914,1017.5338314504,1
145.89592,7.21886,839.6791,1053.2022210512,1
142.15222,7.20698,839.87156,1024.4882064956,1
143.7092,7.20334,839.74659,1035.186228728,1
140.86293,7.22032,839.88689,1017.0754307376,1
140.67035,7.20058,839.92947,1012.908108803,1
143.49207,7.20004,839.82494,1033.1486436828,1
142.47392,7.22664,839.69975,1029.6077292288,1
139.99794,7.22555,839.63417,1011.562115367,1
142.74607,7.20959,839.59351,1029.1406388113,1
142.81172,7.2005,839.6197,1028.31578986,1
142.96189,7.23232,839.55625,1033.9461362848,1
141.02399,7.21993,839.72806,1018.1833361207,1
141.35956,7.2163,839.32567,1020.092992828,1
142.49766,7.21383,839.70635,1027.9538946378,1
143.86717,7.20788,839.39998,1036.9772972996,1
141.47065,7.22154,839.49068,1021.635957801,1
142.67982,7.22283,839.7815,1030.5520842906,1
142.39587,7.21893,839.67314,1027.9458178191,1
143.42895,7.22672,839.44916,1036.520861544,1
143.29776,7.18127,840.07127,1029.0599049552,1
139.63611,7.22071,839.98994,1008.2718558381,1
142.34227,7.24254,839.84197,1030.9195841658,1
142.8722,7.19088,840.42895,1027.376845536,1
142.46527,7.18818,840.47877,1024.0660045086,1
145.46181,7.22581,840.37125,1051.0794013161,1
142.22667,7.26176,840.38722,1032.8159431392,1
138.74495,7.1791,840.08042,996.063870545,1
143.58095,7.1827,840.44129,1031.298889565,1
140.1923,7.25375,839.98972,1016.919896125,1
142.84735,7.22635,840.0685,1032.2649476725,1
143.06504,7.19317,840.05466,1029.0911537768,1
146.10399,7.21044,840.32973,1053.4740536556,1
141.74199,7.21224,839.96694,1022.2772499576,1
140.66185,7.20647,840.17389,1013.6754021695,1
142.7649,7.19296,839.94033,1026.902215104,1
145.59669,7.21603,839.99824,1050.6300829407,1
144.23645,7.24323,840.06743,1044.7377817335,1
141.42414,7.22818,839.81003,1022.2391402652,1
142.99666,7.16857,840.08106,1025.0815669762,1
142.66651,7.20158,839.89221,1027.4242850858,1
142.78322,7.20668,840.1147,1028.9929759096,1
142.83323,7.21495,840.255,1030.5346127885,1
142.91704,7.23538,840.21413,1034.0590928752,1
142.59833,7.2304,840.04678,1031.042965232,1
143.94633,7.20489,840.43512,1037.1174735537,1
144.53492,7.18084,839.98781,1037.8821349328,1
143.22204,7.22211,840.35081,1034.3653273044,1
143.05315,7.23818,840.3606,1035.444449267,1
141.49971,7.21255,840.72637,1020.5737333605,1
141.31426,7.26908,839.18303,1027.2246610808,1
138.59721,7.28319,839.2997,1009.4298138999,1
141.48923,7.31641,839.35165,1035.1932172643,1
141.72757,7.28127,839.28842,1031.9567036139,1
141.88164,7.26531,839.49983,1030.8140979084,1
143.19795,7.25576,839.18537,1039.009957692,1
141.0247,7.30373,839.4053,1030.006332131,1
140.81116,7.27253,839.04911,1024.0533854348,1
139.48143,7.27468,839.20432,1014.6827691924,1
139.57193,7.26954,839.02143,1014.6237280122,1
142.08673,7.25702,839.17813,1031.1262413446,1
143.15204,7.26428,838.95373,1039.8965011312,1
143.16318,7.28717,839.16046,1043.2544304006,1
141.73369,7.28306,839.08594,1032.2549682914,1
140.70421,7.2729,839.18324,1023.327648909,1
143.33921,7.2522,838.91796,1039.524618762,1
142.32097,7.2741,839.10873,1035.256967877,1
140.46966,7.31105,839.17515,1026.980707743,1
141.05066,7.27349,838.95586,1025.9305650034,1
145.35729,7.25278,838.93755,1054.2444457662,1
139.60645,7.26035,839.90243,1013.5916892575,1
142.17403,7.26639,839.5471,1033.0919498517,1
141.14197,7.29255,839.72423,1029.2848733235,1
141.22983,7.27901,839.71039,1028.0133448683,1
142.58988,7.2397,839.96652,1032.307954236,1
140.82229,7.28587,839.68463,1026.0128980423,1
141.80729,7.30819,839.66462,1036.3546187051,1
141.39514,7.27392,839.7451,1028.4969367488,1
141.7673,7.2652,839.65589,1029.96778796,1
139.44782,7.29953,839.59819,1017.9035455246,1
139.11661,7.30041,840.49984,1015.6082908101,1
140.36753,7.30239,840.14153,1025.0184473967,1
142.99079,7.26289,840.25309,1038.5263787831,1
142.1008,7.23991,840.33825,1028.797002928,1
139.93625,7.28749,839.96247,1019.7840225125,1
143.26861,7.30349,840.32271,1046.3608604489,1
141.49621,7.29548,840.27821,1032.2827701308,1
142.20076,7.279,840.42575,1035.07933204,1
138.50823,7.27958,840.25735,1008.2817409434,1
140.93637,7.29766,840.38807,1028.5057098942,1
143.12071,7.28864,840.09383,1043.1553317344,1
140.35958,7.30328,840.06488,1025.0853134224,1
143.16738,7.27326,840.12385,1041.2935782588,1
143.08113,7.25807,840.51517,1038.4928572191,1
139.43588,7.26085,840.26139,1012.423009298,1
142.44968,7.30349,839.80407,1040.3798133832,1
143.16662,7.29801,840.06169,1044.8314244262,1
140.91451,7.25,840.11491,1021.6301975,1
142.74091,7.25697,840.22924,1035.8665016427,1
142.9544,7.28103,839.93927,1040.855275032,1
140.02345,7.29312,840.04103,1021.207823664,1
143.88711,7.26038,840.1064,1044.6750957018,1
143.50624,7.26596,840.30653,1042.7105995904,1
140.22692,7.28426,840.26905,1021.4493442792,1
143.06843,7.26798,839.84112,1039.8184878714,1
141.84145,7.25056,839.86773,1028.429943712,1
139.52131,7.25384,840.10533,1012.0652593304,1
140.67652,7.29006,840.03571,1025.5402713912,1
139.48705,7.30827,840.02996,1019.4090229035,1
142.06106,7.28062,840.2516,1034.2925946572,1
138.82284,7.27737,839.50345,1010.2651711308,1
140.22884,7.27579,839.8639,1020.2755917836,1
142.87539,7.29164,839.71742,1041.7959087396,1
141.5689,7.28374,840.08553,1031.151059686,1
140.75305,7.27295,839.82025,1023.6898949975,1
141.47384,7.27415,839.75553,1029.101933236,1
143.07957,7.28324,840.10448,1042.0828474068,1
142.22925,7.28981,840.10363,1036.8242089425,1
142.50981,7.29129,839.87454,1039.0803525549,1
141.38335,7.28688,839.83281,1030.243505448,1
142.3362,7.24537,839.52155,1031.278433394,1
140.72344,7.28783,839.54731,1025.5685077352,1
139.67887,7.30491,839.83899,1020.3415742517,1
138.94219,7.28128,839.31588,1011.6769892032,1
146.25634,7.27806,839.59755,1064.4624179004,1
145.27216,7.26954,839.16004,1056.0617780064,1
142.05038,7.29902,839.55582,1036.8285646276,1
140.46855,7.29394,839.43745,1024.569175587,1
143.98105,7.27429,839.38018,1047.3599122045,1
142.81749,7.26296,839.56328,1037.2777171704,1
141.28915,7.32991,839.40189,1035.6367534765,1
141.09414,7.35025,839.21901,1037.077202535,1
