V,I,G,P,no_module_fault,fault,partial_shading
138.96891,7.35758,845.0609,1022.4748728378,2,1,0
140.85251,7.34282,845.38707,1034.2546274782,2,1,0
141.17563,7.30546,844.89866,1031.3529179398,2,1,0
142.33488,7.31293,845.03982,1040.8850139984,2,1,0
140.44026,7.36563,845.34151,1034.4309922638,2,1,0
138.4274,7.36611,845.25698,1019.671455414,2,1,0
141.18423,7.31525,844.96701,1032.7979385075,2,1,0
140.5305,7.31118,845.04131,1027.44378099,2,1,0
141.91924,7.31978,845.09326,1038.8176145672,2,1,0
142.67228,7.3363,845.27039,1046.686647764,2,1,0
139.30884,7.29115,845.37749,1015.721648766,2,1,0
136.99498,7.33344,845.51822,1004.6444661312,2,1,0
137.64956,7.34456,845.65298,1010.9754523936,2,1,0
141.82799,7.33448,845.31404,1040.2345560952,2,1,0
139.46781,7.3211,845.13179,1021.057783791,2,1,0
143.19021,7.34123,845.36088,1051.1922653583,2,1,0
139.77534,7.31288,845.18758,1022.1602883792,2,1,0
141.36958,7.34852,845.50289,1038.8571860216,2,1,0
141.24365,7.34509,845.31127,1037.4473211785,2,1,0
141.88007,7.31013,845.49607,1037.1617561091,2,1,0
140.45534,7.29957,844.93528,1025.2635862038,2,1,0
140.54827,7.35597,844.87546,1033.8688576719,2,1,0
138.77603,7.36812,844.82798,1022.5184421636,2,1,0
139.54915,7.30127,844.68193,1018.8860224205,2,1,0
139.0463,7.30387,844.56675,1015.576099181,2,1,0
140.37588,7.34984,844.63913,1031.7402578592,2,1,0
143.6675,7.33635,844.53779,1053.995063625,2,1,0
138.32657,7.29344,845.10071,1008.8765387008,2,1,0
143.1027,7.29191,844.82308,1043.492009157,2,1,0
138.50109,7.33655,844.86034,1016.1201718395,2,1,0
139.76466,7.34823,845.24059,1027.0228675518,2,1,0
143.94025,7.32914,845.18183,1054.958243885,2,1,0
141.07475,7.3181,845.25528,1032.399127975,2,1,0
138.60652,7.31162,845.24761,1013.4382037624,2,1,0
140.98512,7.35911,844.9653,1037.5250064432,2,1,0
142.16027,7.35549,844.97978,1045.6584443823,2,1,0
142.64191,7.30032,844.90122,1041.3315884112,2,1,0
141.96196,7.31413,845.48884,1038.3282304948,2,1,0
141.84925,7.32701,845.22015,1039.3308732425,2,1,0
140.58289,7.34612,845.4058,1032.7387798868,2,1,0
138.27586,7.3555,845.05323,1017.08808823,2,1,0
142.68432,7.34109,844.9521,1047.4584347088,2,1,0
144.22283,7.3041,845.02555,1053.417972603,2,1,0
142.31808,7.32034,844.71301,1041.8167337472,2,1,0
140.03975,7.34142,844.89164,1028.090621445,2,1,0
139.81305,7.32324,844.60443,1023.884520282,2,1,0
138.26483,7.31607,844.82798,1011.5551748181,2,1,0
136.67393,7.33674,844.93933,1002.7410891882,2,1,0
140.58805,7.34229,844.67682,1032.2382336345,2,1,0
139.63373,7.32773,845.2127,1023.1982723329,2,1,0
141.50026,7.33382,845.43199,1037.7374367932,2,1,0
140.8186,7.32314,845.3826,1031.234322404,2,1,0
143.8823,7.35695,845.28147,1058.534886985,2,1,0
140.69697,7.34562,845.65958,1033.5064767714,2,1,0
141.53569,7.32314,845.51353,1036.4856728666,2,1,0
141.62503,7.33447,845.44966,1038.7445337841,2,1,0
140.75012,7.32037,845.29318,1030.3429559444,2,1,0
141.27787,7.32476,845.40602,1034.8264910612,2,1,0
140.82477,7.33184,845.42156,1032.5046816768,2,1,0
139.7554,7.33721,845.32469,1025.414718434,2,1,0
139.09413,7.34217,845.48607,1021.2527484621,2,1,0
139.89672,7.32652,845.33256,1024.9561170144,2,1,0
139.98873,7.33825,845.60764,1027.2722979225,2,1,0
140.97175,7.32186,845.55611,1032.175417455,2,1,0
140.91188,7.32364,845.76966,1031.9878808432,2,1,0
143.97108,7.32646,845.50076,1054.7983587768,2,1,0
140.48313,7.35265,845.61722,1032.9232857945,2,1,0
143.6351,7.336,845.62509,1053.7070936,2,1,0
143.78107,7.35496,845.56207,1057.5040186072,2,1,0
141.05329,7.34619,845.43391,1036.2042684651,2,1,0
140.95576,7.32379,846.01769,1032.3303855304,2,1,0
141.30763,7.305,845.49458,1032.25223715,2,1,0
139.58888,7.34247,845.904,1024.9271637336,2,1,0
143.21602,7.33628,845.5955,1050.6728232056,2,1,0
140.96689,7.33748,845.62424,1034.3417360372,2,1,0
140.32835,7.34352,845.77136,1030.504044792,2,1,0
141.27205,7.32553,845.76944,1034.8926404365,2,1,0
141.81938,7.32343,845.88462,1038.6043020734,2,1,0
138.69747,7.33276,845.63063,1017.0352601172,2,1,0
139.60311,7.34869,845.7556,1025.8999784259,2,1,0
140.6665,7.32979,845.84928,1031.055905035,2,1,0
141.91879,7.32644,845.47031,1039.7594998076,2,1,0
143.54202,7.32998,845.60253,1052.1601357596,2,1,0
139.48953,7.33813,845.7456,1023.5923047789,2,1,0
141.50209,7.34124,845.71792,1038.8008031916,2,1,0
142.55526,7.34087,845.91081,1046.4796314762,2,1,0
142.38854,7.31699,845.78179,1041.8555232946,2,1,0
141.76133,7.3226,845.68364,1038.061515058,2,1,0
139.60063,7.33006,845.8991,1023.2809939378,2,1,0
138.86101,7.35122,845.84694,1020.7978339322,2,1,0
141.69189,7.34468,846.09434,1040.6815906452,2,1,0
143.03614,7.33009,846.2917,1048.4677794526,2,1,0
140.21088,7.33557,846.08965,1028.5267250016,2,1,0
141.32246,7.33397,846.15799,1036.4546819662,2,1,0
139.45526,7.34483,845.96233,1024.2751773058,2,1,0
139.94941,7.31397,846.0773,1023.5857862577,2,1,0
138.84896,7.30916,846.21037,1014.8692644736,2,1,0
139.48376,7.33328,845.86397,1022.8734675328,2,1,0
139.6359,7.35741,846.0937,1027.358567019,2,1,0
141.8624,7.32215,846.03238,1038.73777216,2,1,0
141.45501,7.30758,846.16246,1033.6938019758,2,1,0
140.31676,7.36043,846.27147,1032.7916898068,2,1,0
139.74427,7.34662,846.20143,1026.6480488674,2,1,0
142.66372,7.31241,846.2951,1043.2156127652,2,1,0
140.81465,7.34155,846.25785,1033.7977937075,2,1,0
141.80951,7.355,846.14841,1043.00894605,2,1,0
142.99049,7.31389,846.48076,1045.8167149061,2,1,0
140.16907,7.30572,846.46394,1024.0359780804,2,1,0
139.72762,7.34783,846.57997,1026.6947980646,2,1,0
138.58911,7.35805,846.03536,1019.7456008355,2,1,0
138.82451,7.3142,846.27445,1015.390231042,2,1,0
141.43138,7.31622,846.23485,1034.7430909836,2,1,0
140.75725,7.33993,846.21974,1033.1483619925,2,1,0
142.58365,7.34377,846.45116,1047.1015313605,2,1,0
140.16841,7.33565,846.24592,1028.2263968165,2,1,0
140.13278,7.32665,846.26359,1026.703832587,2,1,0
138.34459,7.35898,846.49183,1018.0750709182,2,1,0
143.03685,7.34974,846.53654,1051.283657919,2,1,0
140.11329,7.29888,846.5046,1022.6700901152,2,1,0
141.47784,7.31393,845.95552,1034.7590183112,2,1,0
141.45896,7.33253,845.99789,1037.2520679688,2,1,0
140.65344,7.33914,845.83821,1032.2752876416,2,1,0
140.34171,7.34667,845.99129,1031.0442306057,2,1,0
139.55254,7.34946,845.88505,1025.6358106284,2,1,0
140.33574,7.32558,845.92721,1028.0406902292,2,1,0
140.27971,7.30362,846.05133,1024.5496955502,2,1,0
139.36897,7.33082,845.71898,1021.6888326554,2,1,0
141.29978,7.35263,845.77839,1038.9250014214,2,1,0
140.6667,7.34358,845.72048,1032.997164786,2,1,0
141.32716,7.31895,846.24358,1034.366417682,2,1,0
141.17466,7.35558,846.12563,1038.4215056028,2,1,0
138.98051,7.34382,846.47203,1020.6478489482,2,1,0
140.39268,7.34531,846.20185,1031.2277563308,2,1,0
139.82621,7.34168,846.25231,1026.5592894328,2,1,0
140.52939,7.33459,846.38729,1030.7254586001,2,1,0
140.71378,7.32965,846.13436,1031.382757577,2,1,0
138.32749,7.33887,845.90485,1015.1674665363,2,1,0
141.92562,7.32878,845.98959,1040.1416453436,2,1,0
141.23074,7.32863,846.34705,1035.0278380862,2,1,0
138.11511,7.30909,846.0839,1009.4957693499,2,1,0
137.3971,7.34396,846.31107,1009.038806516,2,1,0
140.96001,7.36754,846.52334,1038.5285120754,2,1,0
140.3941,7.34337,846.34705,1030.965822117,2,1,0
139.24734,7.30967,846.67131,1017.8521037778,2,1,0
141.2686,7.34877,846.3809,1038.150449622,2,1,0
138.56689,7.36774,846.63022,1020.9248181286,2,1,0
140.39567,7.32443,846.48523,1028.3182572181,2,1,0
142.12646,7.31727,846.23145,1039.9776819642,2,1,0
136.08367,7.3366,846.00832,998.391453322,2,1,0
143.58014,7.35534,846.46756,1056.0807469476,2,1,0
140.53647,7.36189,846.51823,1034.6140331283,2,1,0
138.66356,7.41874,846.59381,1028.7088991144,2,1,0
137.96145,7.4445,846.70154,1027.054014525,2,1,0
139.82505,7.40904,846.35557,1035.969388452,2,1,0
139.4417,7.38847,846.61467,1030.260817199,2,1,0
140.27009,7.41024,846.54186,1039.4350317216,2,1,0
139.28262,7.40008,846.36238,1030.7025306096,2,1,0
140.93572,7.39095,846.60701,1041.648859734,2,1,0
141.78831,7.40902,846.2142,1050.5124245562,2,1,0
141.371,7.37789,846.22847,1043.01968719,2,1,0
139.35424,7.41229,847.03175,1032.9340396096,2,1,0
139.42616,7.40343,846.59424,1032.2318157288,2,1,0
141.40617,7.38737,846.98811,1044.6196980729,2,1,0
136.49046,7.40537,846.68302,1010.7623577702,2,1,0
138.44719,7.40586,846.96022,1025.3205065334,2,1,0
144.52646,7.39598,846.88911,1068.9148076308,2,1,0
139.30089,7.39095,846.76754,1029.5659129455,2,1,0
139.31825,7.39469,846.91231,1030.2152700925,2,1,0
139.31835,7.40093,846.65683,1031.0853560655,2,1,0
138.76049,7.42068,847.00429,1029.6971929332,2,1,0
136.50635,7.40521,846.93126,1010.8581880835,2,1,0
137.4549,7.41775,846.63745,1019.606084475,2,1,0
140.95824,7.4,846.74838,1043.090976,2,1,0
137.30149,7.3634,846.38431,1011.005791466,2,1,0
138.10899,7.39815,847.00408,1021.7510243685,2,1,0
139.40197,7.42202,846.8197,1034.6442093794,2,1,0
137.65544,7.41963,846.97853,1021.3524322872,2,1,0
137.55795,7.38689,846.77244,1016.1254452755,2,1,0
139.87839,7.38756,846.79713,1033.3599988284,2,1,0
139.00566,7.40868,846.7092,1029.8484531288,2,1,0
140.96745,7.38785,847.04283,1041.4463754825,2,1,0
138.19989,7.39359,846.85228,1021.7933247051,2,1,0
138.98744,7.42053,847.03984,1031.3604681432,2,1,0
139.70499,7.41445,846.99854,1035.8356631055,2,1,0
139.34214,7.37481,847.0639,1027.6218074934,2,1,0
138.48277,7.40038,846.98577,1024.8251214526,2,1,0
140.44319,7.40076,846.98151,1039.3863428244,2,1,0
137.41497,7.38252,846.99024,1014.4687643244,2,1,0
139.55902,7.38664,847.16248,1030.8722394928,2,1,0
139.55178,7.4037,847.26105,1033.199513586,2,1,0
141.28551,7.38062,847.44905,1042.7746608162,2,1,0
140.93966,7.39059,847.22933,1041.6272417994,2,1,0
139.69193,7.40644,847.15247,1034.6198980292,2,1,0
139.09712,7.42632,847.18334,1032.9797241984,2,1,0
141.29781,7.40672,847.00003,1046.5533152832,2,1,0
139.40596,7.37736,847.16269,1028.4479530656,2,1,0
140.91497,7.39679,847.18441,1042.3184409463,2,1,0
140.29849,7.43949,846.94702,1043.7492133701,2,1,0
138.71645,7.37398,846.93765,1022.892327971,2,1,0
139.25918,7.36323,846.96661,1025.3973719514,2,1,0
142.83708,7.37021,846.51695,1052.7392753868,2,1,0
139.4793,7.35992,846.83588,1026.556489656,2,1,0
139.09565,7.39427,847.02899,1028.5107919255,2,1,0
137.85106,7.41131,846.80224,1021.6569394886,2,1,0
140.90186,7.40559,847.06901,1043.4614053974,2,1,0
142.91958,7.39387,846.55825,1056.7287949746,2,1,0
140.98132,7.39556,846.78031,1042.6358109392,2,1,0
141.70333,7.39852,846.69558,1048.3949210716,2,1,0
138.55636,7.39396,846.57763,1024.4801835856,2,1,0
137.2158,7.42281,846.92743,1018.526812398,2,1,0
139.35677,7.3417,847.7486,1023.115598309,2,1,0
139.75029,7.34445,847.5472,1026.3890173905,2,1,0
139.89267,7.33904,847.26872,1026.6779008368,2,1,0
144.25117,7.33469,847.01579,1058.0376140873,2,1,0
142.30786,7.33799,847.19356,1044.2536536014,2,1,0
141.29659,7.33636,847.25083,1036.6026510124,2,1,0
139.61206,7.33335,847.06177,1023.824100201,2,1,0
137.55831,7.34921,847.47374,1010.9449074351,2,1,0
139.90638,7.3409,847.00493,1027.038744942,2,1,0
140.64575,7.32754,847.13352,1030.587358955,2,1,0
142.06132,7.30675,847.50355,1038.00654991,2,1,0
143.22144,7.26995,847.50227,1041.212707728,2,1,0
141.771,7.30087,847.42414,1035.05164077,2,1,0
141.08786,7.31108,847.38645,1031.5046314888,2,1,0
143.59117,7.26589,847.16929,1043.3176461913,2,1,0
142.6948,7.26525,847.52186,1036.7133957,2,1,0
141.64299,7.28396,847.34685,1031.7218734404,2,1,0
143.30844,7.29155,847.21783,1044.940655682,2,1,0
143.69351,7.23838,847.38156,1040.1082289138,2,1,0
142.5095,7.26169,847.65599,1034.859811055,2,1,0
143.17077,7.25525,847.15779,1038.7397290425,2,1,0
142.82068,7.26634,847.05666,1037.7836199112,2,1,0
139.89712,7.30198,846.58444,1021.5259722976,2,1,0
142.40291,7.27899,846.88953,1036.5493578609,2,1,0
141.15325,7.25144,846.75668,1023.56432318,2,1,0
140.37223,7.26586,847.07923,1019.9249710678,2,1,0
141.50887,7.30222,846.8642,1033.3289006914,2,1,0
142.26403,7.26787,847.00046,1033.9564757161,2,1,0
140.35715,7.27473,847.14204,1021.0603698195,2,1,0
140.30866,7.29851,846.92168,1024.0441580966,2,1,0
143.19699,7.22561,847.11117,1034.6856029139,2,1,0
141.1367,7.24445,846.88698,1022.457766315,2,1,0
141.02424,7.2106,847.11287,1016.869384944,2,1,0
144.21595,7.19817,846.72049,1038.0909248115,2,1,0
146.10055,7.2023,846.83482,1052.259991265,2,1,0
143.52902,7.21072,846.5887,1034.9475750944,2,1,0
142.19084,7.21129,847.1876,1025.3793825836,2,1,0
145.02086,7.16953,847.00131,1039.7314063958,2,1,0
143.08093,7.21186,846.88144,1031.8796358298,2,1,0
145.72829,7.22877,846.81417,1053.4362909033,2,1,0
144.43804,7.25982,847.45118,1048.5941715528,2,1,0
144.23032,7.24066,847.16972,1044.3227088112,2,1,0
143.82566,7.28803,847.52931,1048.2057248498,2,1,0
142.91284,7.27895,847.54081,1040.255416718,2,1,0
141.63247,7.25438,847.27681,1027.4557577186,2,1,0
142.79588,7.2741,847.59148,1038.711510708,2,1,0
140.11172,7.28763,847.65684,1021.0823740236,2,1,0
141.36087,7.26896,847.52718,1027.5465095952,2,1,0
142.94792,7.25864,847.40838,1037.6074900288,2,1,0
140.92929,7.29221,847.57785,1027.6859778309,2,1,0
142.44942,7.30514,847.24061,1040.6129560188,2,1,0
141.67888,7.25708,847.22997,1028.1749664704,2,1,0
142.45879,7.25462,847.28724,1033.4843871098,2,1,0
141.12496,7.31239,847.39476,1031.9607462544,2,1,0
142.62374,7.26608,847.24743,1036.3155047392,2,1,0
141.74913,7.24724,847.19569,1027.2899649012,2,1,0
140.90191,7.28156,847.40093,1025.9857117796,2,1,0
142.25076,7.29934,847.59382,1038.3366624984,2,1,0
142.45464,7.29289,847.54677,1038.9060195096,2,1,0
140.59023,7.25614,846.98215,1020.1423915122,2,1,0
143.82131,7.32463,847.30853,1053.4378818653,2,1,0
140.60577,7.31042,847.69176,1027.8872331234,2,1,0
143.38467,7.34818,847.36601,1053.6163644006,2,1,0
140.5013,7.35235,847.864,1033.014733055,2,1,0
142.94549,7.33651,847.70645,1048.7210168399,2,1,0
141.9365,7.31565,847.59063,1038.357756225,2,1,0
142.67131,7.37447,847.95257,1052.1252954557,2,1,0
143.19254,7.36203,847.94937,1054.1877752562,2,1,0
140.8145,7.32846,847.72753,1031.95343067,2,1,0
141.04454,7.33833,847.77011,1035.0313792182,2,1,0
142.0142,7.29937,847.20123,1036.614191054,2,1,0
141.61809,7.29714,847.36729,1033.4070292626,2,1,0
141.95199,7.28868,847.25679,1034.6426304732,2,1,0
141.91676,7.27152,847.28447,1031.9505586752,2,1,0
143.4036,7.28227,847.20591,1044.303734172,2,1,0
141.79944,7.29789,847.40774,1034.8367151816,2,1,0
140.5424,7.26606,847.11628,1021.189510944,2,1,0
142.78353,7.25417,847.10797,1035.7759998201,2,1,0
143.90634,7.27657,846.9285,1047.1445564538,2,1,0
142.13653,7.28247,847.709,1035.1050156291,2,1,0
143.26917,7.25706,847.75222,1039.7129628402,2,1,0
141.23115,7.27006,847.57977,1026.758934369,2,1,0
145.78938,7.28933,847.41498,1062.7069013154,2,1,0
143.2719,7.30403,847.47736,1046.462255757,2,1,0
141.69999,7.2759,847.6479,1030.994957241,2,1,0
142.25755,7.2746,847.67749,1034.86677323,2,1,0
139.29745,7.27759,847.48396,1013.7497291455,2,1,0
142.63867,7.28701,847.74413,1039.4094146767,2,1,0
142.2788,7.29194,847.65365,1037.488472872,2,1,0
142.19124,7.27675,847.59595,1034.69010567,2,1,0
144.45145,7.2896,847.94554,1052.99328992,2,1,0
142.19858,7.27005,848.14269,1033.790786529,2,1,0
145.27261,7.28952,848.23445,1058.9675960472,2,1,0
144.45758,7.27461,848.41989,1050.8725560438,2,1,0
139.77459,7.25645,847.95768,1014.2673236055,2,1,0
139.41437,7.29664,848.05646,1017.2564687168,2,1,0
141.82956,7.30181,848.03092,1035.6124995036,2,1,0
143.02915,7.25306,847.85591,1037.399006699,2,1,0
139.60599,7.27608,848.23403,1015.7843517192,2,1,0
139.63818,7.31725,847.94277,1021.767472605,2,1,0
143.02789,7.197,847.5423,1029.37172433,2,1,0
144.44639,7.19697,847.31619,1039.5763354383,2,1,0
143.87942,7.21265,847.73647,1037.751898663,2,1,0
136.61046,7.22233,847.4812,986.6458235718,2,1,0
143.46565,7.22984,847.61022,1037.233694996,2,1,0
140.60738,7.21632,847.12543,1014.6678484416,2,1,0
141.33982,7.21259,847.4367,1019.4261723338,2,1,0
144.51548,7.19671,847.3345,1040.0360000708,2,1,0
143.17755,7.21295,847.4335,1032.7325092725,2,1,0
141.11514,7.23014,847.41307,1020.2822183196,2,1,0
142.45433,7.23746,847.39923,1031.0075152018,2,1,0
142.06248,7.20434,847.55486,1023.4664071632,2,1,0
143.6268,7.18234,847.27723,1031.576510712,2,1,0
141.83204,7.20828,847.61107,1022.3650572912,2,1,0
142.78348,7.2219,847.81631,1031.168014212,2,1,0
142.0268,7.20798,847.8938,1023.726333864,2,1,0
141.33243,7.18117,847.42243,1014.9322063431,2,1,0
145.25009,7.20463,847.78671,1046.4731559167,2,1,0
140.81384,7.21193,847.39114,1015.5395571112,2,1,0
145.47466,7.21873,847.6496,1050.1422923818,2,1,0
142.79785,7.25681,847.63683,1036.2568658585,2,1,0
140.89998,7.27272,848.22828,1024.7261025456,2,1,0
144.74086,7.305,847.91424,1057.3319823,2,1,0
143.64178,7.2594,848.06328,1042.753137732,2,1,0
143.2929,7.24665,847.92106,1038.393493785,2,1,0
143.103,7.32211,847.79544,1047.81590733,2,1,0
140.01191,7.34366,848.03113,1028.1998629906,2,1,0
140.18172,7.26791,847.67175,1018.8281246052,2,1,0
142.4767,7.27404,847.94703,1036.381214868,2,1,0
141.50527,7.30095,847.90402,1033.1229010065,2,1,0
139.82024,7.3567,847.74733,1028.615559608,2,1,0
143.17518,7.30888,847.86251,1046.4502095984,2,1,0
143.93949,7.33012,847.78288,1055.0937344388,2,1,0
139.99531,7.36084,847.84718,1030.4830776604,2,1,0
140.78696,7.3343,847.68431,1032.573800728,2,1,0
139.81214,7.30323,847.49908,1021.0802152122,2,1,0
141.66172,7.32837,847.4482,1038.1494989964,2,1,0
138.66776,7.38518,848.01793,1024.0863677968,2,1,0
143.56586,7.36056,847.83313,1056.7251264816,2,1,0
141.99456,7.33771,847.96577,1041.9149028576,2,1,0
142.59848,7.36008,847.79778,1049.5362206784,2,1,0
140.6455,7.33643,848.11565,1031.835865565,2,1,0
142.82817,7.3415,847.83611,1048.573010055,2,1,0
141.27609,7.34631,847.96896,1037.8579527279,2,1,0
140.72592,7.37313,848.03709,1037.5905025296,2,1,0
140.35442,7.36578,848.0752,1033.8197797476,2,1,0
138.06728,7.3412,847.80481,1013.579515936,2,1,0
140.14002,7.36509,848.09926,1032.1438599018,2,1,0
140.68994,7.36233,847.83036,1035.8057659602,2,1,0
143.20797,7.34043,847.88976,1051.2080792271,2,1,0
139.87429,7.32847,847.6628,1025.0645380363,2,1,0
140.87321,7.3396,847.71837,1033.953012116,2,1,0
141.06913,7.37887,847.567,1040.9307712831,2,1,0
139.40429,7.36961,847.66344,1027.3552496269,2,1,0
141.48462,7.34505,847.75946,1039.211608131,2,1,0
142.72238,7.29915,847.49418,1041.752059977,2,1,0
135.93558,7.35175,847.83973,999.364400265,2,1,0
140.40123,7.38183,847.80077,1036.4180116509,2,1,0
141.74179,7.33636,847.84398,1039.8687984844,2,1,0
142.34668,7.32239,847.29512,1042.3179061652,2,1,0
140.21943,7.27154,847.88124,1019.6111940222,2,1,0
142.30006,7.30618,848.25234,1039.6698523708,2,1,0
140.76849,7.30473,847.99238,1028.2758119577,2,1,0
141.87455,7.27363,848.05497,1031.9429831165,2,1,0
141.92329,7.26731,848.03155,1031.4005446499,2,1,0
141.5447,7.29214,847.68835,1032.163768658,2,1,0
142.37285,7.30561,848.15951,1040.1205166885,2,1,0
141.68156,7.27686,847.70815,1030.9968767016,2,1,0
141.57973,7.27628,847.65258,1030.1737578044,2,1,0
141.29128,7.27626,847.82866,1028.0720890128,2,1,0
142.31621,7.30812,848.19847,1040.0639406252,2,1,0
142.25907,7.28809,848.47887,1036.7969054763,2,1,0
142.35235,7.25252,848.24936,1032.413265422,2,1,0
141.88027,7.27073,847.91254,1031.5731354971,2,1,0
139.64835,7.32121,848.1033,1022.3948965035,2,1,0
139.00541,7.28367,847.80886,1012.4695346547,2,1,0
144.40484,7.24572,848.2617,1046.3170372848,2,1,0
141.97214,7.27461,847.94426,1032.7919493654,2,1,0
140.11522,7.31072,848.13311,1024.3431411584,2,1,0
142.77057,7.27971,848.21891,1039.3283461347,2,1,0
141.87035,7.21734,848.26766,1023.926551869,2,1,0
141.35829,7.24897,848.21678,1024.7020034613,2,1,0
144.01698,7.23686,848.12992,1042.2307218828,2,1,0
142.06167,7.21834,848.37497,1025.4494350278,2,1,0
142.25998,7.23926,848.24552,1029.8569828148,2,1,0
142.44426,7.25337,848.19357,1033.2009221562,2,1,0
142.11001,7.2163,848.0637,1025.508465163,2,1,0
141.82475,7.18446,848.2485,1018.934243385,2,1,0
144.99945,7.24933,848.15908,1051.1488628685,2,1,0
141.59091,7.24308,848.33963,1025.5542884028,2,1,0
141.79468,7.24762,847.78054,1027.6739586616,2,1,0
143.48853,7.24924,847.43052,1040.1827912172,2,1,0
141.35708,7.32284,847.53272,1035.1352797072,2,1,0
139.53974,7.33711,847.63768,1023.8184217514,2,1,0
141.92709,7.27962,847.52889,1033.1752829058,2,1,0
142.84983,7.2522,847.45778,1035.975537126,2,1,0
140.2869,7.29106,847.64173,1022.840205114,2,1,0
140.70856,7.30604,847.42052,1028.0223677024,2,1,0
144.01663,7.28629,847.62725,1049.3469310027,2,1,0
142.88764,7.27075,847.46395,1038.90030853,2,1,0
142.48465,7.28177,848.41414,1037.5404498305,2,1,0
144.10531,7.30317,848.56956,1052.4255768327,2,1,0
141.3834,7.26997,848.35048,1027.853076498,2,1,0
145.41929,7.24478,848.76267,1053.5307638062,2,1,0
140.85058,7.26955,848.34133,1023.920333839,2,1,0
140.9304,7.29801,848.66388,1028.511468504,2,1,0
139.84762,7.2939,848.32217,1020.034555518,2,1,0
142.14984,7.29673,848.52379,1037.2290020232,2,1,0
141.78284,7.28566,848.5355,1032.9815660744,2,1,0
142.18517,7.29048,848.53976,1036.5981381816,2,1,0
141.02601,7.34906,848.22998,1036.4086090506,2,1,0
140.92524,7.37963,848.45055,1039.9761288612,2,1,0
140.87032,7.38934,848.33877,1040.9386903888,2,1,0
142.63153,7.34571,848.16845,1047.7298562363,2,1,0
140.80635,7.34591,848.30003,1034.3507745285,2,1,0
140.43651,7.35403,848.42628,1032.7743076353,2,1,0
141.57917,7.36216,848.30556,1042.3285022072,2,1,0
141.89115,7.33598,848.2517,1040.910638577,2,1,0
140.58532,7.34338,848.4563,1032.3714271816,2,1,0
140.48105,7.36964,848.2319,1035.294765322,2,1,0
140.08733,7.35079,848.5553,1029.7525444907,2,1,0
141.1733,7.33698,848.27235,1035.785678634,2,1,0
139.93589,7.33412,848.14482,1026.3066095668,2,1,0
138.15211,7.35952,848.07562,1016.7332165872,2,1,0
140.58284,7.36332,848.59937,1035.1564374288,2,1,0
139.91534,7.31858,848.37071,1023.9816090172,2,1,0
141.97153,7.32825,848.5602,1040.4028647225,2,1,0
140.39298,7.3702,848.42628,1034.724341196,2,1,0
142.73423,7.357,848.16696,1050.09573011,2,1,0
139.15907,7.32315,848.47929,1019.0827434705,2,1,0
142.08192,7.3358,847.65748,1042.284548736,2,1,0
141.00526,7.34412,847.79523,1035.5595500712,2,1,0
140.75518,7.36851,847.84803,1037.1559513818,2,1,0
140.94381,7.37275,847.7601,1039.1434751775,2,1,0
141.99866,7.32183,847.72689,1039.6900487478,2,1,0
139.75657,7.33563,847.66153,1025.2024875891,2,1,0
141.78411,7.37421,847.78246,1045.5458018031,2,1,0
141.47258,7.3506,848.161,1039.908346548,2,1,0
141.30525,7.32731,847.67281,1035.3873713775,2,1,0
140.05149,7.34048,847.55997,1028.0451613152,2,1,0
137.41649,7.35309,848.35048,1010.4358184541,2,1,0
141.17072,7.31491,848.32089,1032.6511114352,2,1,0
140.49846,7.35458,848.42309,1033.3071639468,2,1,0
141.11641,7.38485,848.00239,1042.1235203885,2,1,0
138.98405,7.36808,848.34814,1024.045599124,2,1,0
137.3639,7.3343,848.11565,1007.46805177,2,1,0
140.09522,7.36411,848.23254,1031.6766105542,2,1,0
139.66698,7.36967,848.38987,1029.2995524966,2,1,0
140.28366,7.36587,848.18634,1033.3112026842,2,1,0
141.52901,7.35255,848.23828,1040.5991224755,2,1,0
140.6748,7.34287,848.33707,1032.956768676,2,1,0
141.36745,7.34463,848.34367,1038.2916142935,2,1,0
138.28553,7.38608,848.44906,1021.3879874224,2,1,0
140.39202,7.33914,848.28597,1030.3566896628,2,1,0
139.46113,7.3659,848.30876,1027.256737467,2,1,0
139.516,7.35412,848.18634,1026.01740592,2,1,0
140.89275,7.35751,848.38412,1036.6198170525,2,1,0
140.98233,7.36899,848.39583,1038.8973799467,2,1,0
143.33218,7.35548,848.48206,1054.2769833464,2,1,0
140.62874,7.33004,848.23445,1030.8142893496,2,1,0
141.15174,7.3227,847.88614,1033.611846498,2,1,0
140.34267,7.37618,848.33324,1035.1927956006,2,1,0
139.32139,7.38687,848.05157,1029.1489961493,2,1,0
140.43621,7.33068,848.15483,1029.4929159228,2,1,0
140.99984,7.32669,847.96279,1033.0621177296,2,1,0
140.55424,7.37391,847.99536,1036.4343158784,2,1,0
140.01956,7.37906,848.07605,1033.2127344136,2,1,0
142.89331,7.34723,847.95363,1049.8700140313,2,1,0
144.36085,7.3296,848.11948,1058.10728616,2,1,0
140.30932,7.35416,847.88699,1031.8571887712,2,1,0
140.10611,7.36043,848.42862,1031.2412152273,2,1,0
139.39179,7.36753,848.2798,1026.9731945787,2,1,0
141.83502,7.35588,848.09074,1043.3213869176,2,1,0
140.18972,7.35146,848.1197,1030.5991189912,2,1,0
140.9549,7.34546,848.16824,1035.378579754,2,1,0
143.42541,7.37789,848.23914,1058.1768981849,2,1,0
139.84575,7.37458,847.91659,1031.303671035,2,1,0
