V,I,G,P,no_module_fault,fault,partial_shading
139.01178,9.7247,832.18933,1351.847856966,0,0,0
140.01773,9.67832,832.06989,1355.1363966136,0,0,0
142.53162,9.63752,832.12354,1373.6513383824,0,0,0
137.5411,9.66058,832.15484,1328.726799838,0,0,0
139.56585,9.67353,832.22126,1350.0944369505,0,0,0
139.17906,9.74006,832.02028,1355.6123951436,0,0,0
138.03904,9.74876,832.06159,1345.7094715904,0,0,0
139.22679,9.76753,832.21041,1359.9018481287,0,0,0
140.41541,9.74617,831.943,1368.5124564797,0,0,0
140.54356,9.72403,831.89275,1366.6497937468,0,0,0
138.83504,9.73913,832.14036,1352.1325031152,0,0,0
139.87865,9.73539,832.35199,1361.7732104235,0,0,0
139.71031,9.72853,831.78034,1359.1759421443,0,0,0
139.32736,9.71834,831.92426,1354.0306557824,0,0,0
141.95968,9.72552,832.15803,1380.6317070336,0,0,0
134.91019,9.75533,832.00027,1316.0934238127,0,0,0
138.2174,9.76412,832.1723,1349.571279688,0,0,0
137.5868,9.7386,832.06712,1339.90281048,0,0,0
138.96117,9.73158,832.03774,1352.3117427486,0,0,0
137.58893,9.78284,832.13589,1346.0104879612,0,0,0
136.78822,9.7783,832.02773,1337.556251626,0,0,0
137.01137,9.75868,832.07947,1337.0501161916,0,0,0
137.59343,9.73995,832.15462,1340.1531285285,0,0,0
139.4827,9.76347,832.14951,1361.835156969,0,0,0
136.43736,9.77478,832.11375,1333.6451777808,0,0,0
137.05723,9.83156,832.46355,1347.4863801788,0,0,0
135.86497,9.85941,832.51316,1339.5484438677,0,0,0
137.60639,9.83598,832.32878,1353.4936999122,0,0,0
138.05776,9.83318,832.30813,1357.5468044768,0,0,0
137.75261,9.83767,832.47164,1355.1647188187,0,0,0
137.16554,9.85329,832.51018,1351.5318436266,0,0,0
137.06568,9.84655,832.61258,1349.624071404,0,0,0
140.04294,9.819,832.46397,1375.08162786,0,0,0
137.43279,9.80306,832.54892,1347.2618863374,0,0,0
139.04063,9.82339,832.39414,1365.8503343357,0,0,0
142.27511,9.75053,832.33857,1387.2577283083,0,0,0
139.04863,9.76671,832.31154,1358.0476451073,0,0,0
140.26422,9.73652,832.39372,1365.6853833144,0,0,0
140.59473,9.74509,832.30238,1370.1082973757,0,0,0
138.63178,9.75184,832.47675,1351.9149374752,0,0,0
139.32964,9.76165,832.48974,1360.087180306,0,0,0
139.06903,9.76231,832.33794,1357.6349822593,0,0,0
137.98402,9.75891,832.39542,1346.5736326182,0,0,0
140.08758,9.73308,832.22659,1363.4836231464,0,0,0
137.95745,9.73161,832.29663,1342.5480999945,0,0,0
138.0646,9.75931,832.38733,1347.415231426,0,0,0
139.26511,9.73938,832.30813,1356.3558270318,0,0,0
135.37149,9.73721,832.42693,1318.1406261429,0,0,0
138.35006,9.76961,832.32516,1351.6261296766,0,0,0
140.30279,9.72493,832.29897,1364.4348115547,0,0,0
140.37573,9.69283,832.1757,1360.6380870159,0,0,0
139.2358,9.76741,832.537,1359.973145278,0,0,0
141.93129,9.74383,832.44907,1382.9543614407,0,0,0
143.93423,9.72786,831.92895,1400.1720386478,0,0,0
140.29732,9.73329,832.38839,1365.5545017828,0,0,0
137.82039,9.83324,832.02965,1355.2209717636,0,0,0
137.51893,9.81041,831.93193,1349.1170860613,0,0,0
138.58324,9.79879,832.09884,1357.9480662796,0,0,0
137.61221,9.81089,832.01134,1350.0982549669,0,0,0
135.43243,9.84196,832.26491,1332.9205587628,0,0,0
138.11091,9.81087,832.24298,1354.9881835917,0,0,0
138.0935,9.77085,831.95513,1349.290874475,0,0,0
139.46913,9.83219,831.98111,1371.2869852947,0,0,0
136.26411,9.84545,832.00772,1341.5814817995,0,0,0
136.09061,9.81034,832.05669,1335.0951549074,0,0,0
137.78238,9.7402,831.87402,1342.027937676,0,0,0
140.61563,9.73842,831.79545,1369.3740635046,0,0,0
140.41227,9.725,831.79354,1365.50932575,0,0,0
138.81626,9.73724,831.74691,1351.6872395224,0,0,0
137.34624,9.75109,831.40882,1339.2755474016,0,0,0
140.42467,9.73026,831.84166,1366.3685495142,0,0,0
140.24398,9.70084,831.80589,1360.4844109432,0,0,0
138.03595,9.74669,831.788,1345.3936135055,0,0,0
139.60002,9.7435,831.755,1360.19279487,0,0,0
139.27619,9.71747,831.73393,1353.4121980393,0,0,0
141.60665,9.71386,831.46758,1375.547173169,0,0,0
138.08302,9.73824,831.64067,1344.6855886848,0,0,0
138.52842,9.76312,831.8259,1352.4695878704,0,0,0
138.56831,9.74195,831.76586,1349.9255476045,0,0,0
138.52073,9.69304,831.66814,1342.6869767192,0,0,0
139.29198,9.75394,831.5619,1358.6456154012,0,0,0
139.81872,9.74703,831.58681,1362.8172584016,0,0,0
139.07824,9.72254,831.5768,1352.1937515296,0,0,0
139.19698,9.71246,831.73329,1351.9451003708,0,0,0
137.9946,9.71427,831.80546,1340.516802942,0,0,0
138.13779,9.74153,830.67302,1345.6734254187,0,0,0
137.57202,9.75013,830.52612,1341.3450793626,0,0,0
140.98952,9.69139,830.48247,1366.3844242328,0,0,0
136.92553,9.69815,830.54081,1327.9243287695,0,0,0
140.69525,9.75138,830.75861,1371.972846945,0,0,0
140.69905,9.73737,830.55529,1370.0387084985,0,0,0
140.46779,9.72685,830.79395,1366.3091231615,0,0,0
139.67806,9.71456,830.70262,1356.9108945536,0,0,0
138.10413,9.74798,830.53591,1346.2362971574,0,0,0
137.62061,9.74304,830.61277,1340.8431080544,0,0,0
138.37435,9.71956,830.36069,1344.937797286,0,0,0
138.24377,9.73563,830.32322,1345.8901945251,0,0,0
138.48727,9.74388,830.47438,1349.4033404076,0,0,0
139.24815,9.73871,830.43457,1356.0973508865,0,0,0
139.24835,9.72938,830.4895,1354.800111523,0,0,0
137.3683,9.75894,830.56189,1340.568997602,0,0,0
138.39399,9.76969,830.41051,1352.0663801631,0,0,0
137.39376,9.72746,830.37453,1336.4923046496,0,0,0
137.10749,9.71587,830.50398,1332.1185488663,0,0,0
137.52951,9.74601,830.83802,1340.3639797551,0,0,0
137.45531,9.70502,830.43606,1334.0065326562,0,0,0
139.34199,9.73424,830.45948,1356.3883727376,0,0,0
138.38124,9.77826,830.26276,1353.1277438424,0,0,0
138.34469,9.75653,830.26893,1349.7641183257,0,0,0
136.1022,9.72417,830.40966,1323.480930174,0,0,0
137.92546,9.73409,830.3179,1342.5788409314,0,0,0
136.66968,9.73851,830.23763,1330.9590453768,0,0,0
137.09372,9.73677,830.12394,1334.8500200844,0,0,0
138.79202,9.72769,830.59765,1350.1257450338,0,0,0
135.19156,9.70624,830.36027,1312.2017273344,0,0,0
139.32767,9.72061,830.40008,1354.3499422787,0,0,0
137.53751,9.74698,830.28405,1340.5753592198,0,0,0
140.04345,9.73022,830.2619,1362.653578059,0,0,0
139.64193,9.70796,830.27255,1355.6382707628,0,0,0
138.79592,9.72682,830.49099,1350.0429305744,0,0,0
138.82871,9.73104,830.77628,1350.9477301584,0,0,0
137.47201,9.71836,830.21443,1336.0024831036,0,0,0
139.18954,9.72438,830.33237,1353.5319789852,0,0,0
138.97534,9.75272,830.62703,1355.3875779248,0,0,0
139.12531,9.72842,830.30257,1353.4694483102,0,0,0
141.10801,9.74804,830.28958,1375.5265258004,0,0,0
141.68819,9.73643,830.11159,1379.5371437617,0,0,0
135.84994,9.71902,829.71772,1320.3282838588,0,0,0
140.08055,9.71275,830.11628,1360.5673620125,0,0,0
134.29934,9.73506,829.9583,1307.4121328604,0,0,0
137.75788,9.74477,829.91402,1342.4188562876,0,0,0
138.88095,9.73612,829.96724,1352.161594914,0,0,0
136.96764,9.70448,830.05198,1329.1997230272,0,0,0
140.21148,9.74797,830.26531,1366.7773006956,0,0,0
137.71658,9.76636,830.00471,1344.9896982488,0,0,0
137.33611,9.75614,830.65088,1339.8703162154,0,0,0
140.09123,9.72166,830.39901,1361.9193070418,0,0,0
137.8918,9.72683,830.40859,1341.250096994,0,0,0
139.3391,9.76356,830.57381,1360.445663196,0,0,0
137.77757,9.75427,830.95768,1343.9196177239,0,0,0
135.97572,9.71368,830.33025,1320.8246318496,0,0,0
139.85643,9.71783,830.47268,1359.1010111469,0,0,0
138.27257,9.76664,830.59914,1350.4584130648,0,0,0
142.14883,9.75475,830.43755,1386.6262994425,0,0,0
139.09499,9.72195,830.45032,1352.2745380305,0,0,0
138.56907,9.61157,830.44479,1331.8663161399,0,0,0
141.72079,9.64538,830.42839,1366.9508734502,0,0,0
139.8377,9.65979,830.68707,1350.802816083,0,0,0
137.30418,9.64276,830.48332,1323.9912547368,0,0,0
140.96735,9.6649,830.5423,1362.435341015,0,0,0
140.21174,9.62705,830.50142,1349.825431567,0,0,0
141.50674,9.63672,830.66642,1363.6608314928,0,0,0
137.87976,9.6551,830.78969,1331.242870776,0,0,0
139.03942,9.68749,830.56167,1346.9429908558,0,0,0
139.69558,9.66301,830.56423,1349.8797864958,0,0,0
139.01452,9.63693,830.64173,1339.6731982236,0,0,0
140.47189,9.62239,830.80971,1351.6753096171,0,0,0
137.92055,9.63893,830.68729,1329.4065270115,0,0,0
143.18201,9.66652,830.77415,1384.0717633052,0,0,0
138.75679,9.68546,830.74264,1343.9233392734,0,0,0
139.5033,9.65498,830.68771,1346.901571434,0,0,0
140.94007,9.62666,830.66216,1356.7821342662,0,0,0
136.90088,9.68035,830.38219,1325.248433708,0,0,0
139.50623,9.77088,830.67792,1363.0986325824,0,0,0
137.51346,9.77723,830.65024,1344.5007265158,0,0,0
138.76929,9.7412,831.12544,1351.779407748,0,0,0
137.9121,9.74115,831.1033,1343.422452915,0,0,0
136.59148,9.75775,831.18506,1332.82551397,0,0,0
138.95773,9.75033,831.15014,1354.8837235509,0,0,0
141.3058,9.72694,830.96939,1374.473038252,0,0,0
136.96051,9.71359,831.38774,1330.3782403309,0,0,0
135.57217,9.74162,831.55743,1320.6925627154,0,0,0
139.32756,9.73339,830.88891,1356.1294792284,0,0,0
138.3944,9.71535,831.35623,1344.55003404,0,0,0
136.10817,9.73389,831.01495,1324.8619548813,0,0,0
138.52296,9.71023,830.90743,1345.0898018808,0,0,0
138.67044,9.75764,830.76116,1353.0962321616,0,0,0
137.11402,9.75814,830.78203,1337.9778031228,0,0,0
138.56421,9.76513,830.85293,1353.0975239973,0,0,0
140.10843,9.69808,830.88891,1358.7827628144,0,0,0
137.08907,9.72347,830.69346,1332.9814594729,0,0,0
139.14859,9.74243,831.11906,1355.6453976737,0,0,0
136.66745,9.7253,830.90849,1329.131951485,0,0,0
140.08409,9.72564,830.74775,1362.4074290676,0,0,0
137.53806,9.75026,831.07328,1341.0318448956,0,0,0
139.80632,9.77658,830.4829,1366.8276719856,0,0,0
140.122,9.78251,830.21464,1370.74486622,0,0,0
137.20933,9.71933,830.48162,1333.5827573489,0,0,0
140.19929,9.71499,830.58105,1362.0347003571,0,0,0
136.98581,9.75206,830.4301,1335.8938382686,0,0,0
142.03434,9.77048,830.468,1387.7436782832,0,0,0
139.95011,9.71017,830.53506,1358.9393596187,0,0,0
140.13349,9.71466,830.6166,1361.3492099634,0,0,0
137.65594,9.73512,830.49418,1340.0970946128,0,0,0
138.07639,9.73152,830.07306,1343.6931508128,0,0,0
135.51827,9.7309,830.72816,1318.714733543,0,0,0
140.41131,9.73403,830.59702,1366.7679038793,0,0,0
137.6199,9.73336,830.85548,1339.504029864,0,0,0
138.39111,9.73194,830.69346,1346.8139790534,0,0,0
140.31975,9.72028,830.82056,1363.94725953,0,0,0
140.11385,9.7607,830.511,1367.609255695,0,0,0
139.52972,9.76466,830.50227,1362.4602756952,0,0,0
139.44008,9.70459,830.80289,1353.2088059672,0,0,0
138.8153,9.72728,830.77053,1350.295291384,0,0,0
138.88783,9.7477,830.72242,1353.836900491,0,0,0
141.01022,9.75034,830.43968,1374.8975884748,0,0,0
140.21467,9.70449,831.04816,1360.7118628683,0,0,0
135.44655,9.70937,831.12481,1315.1006691735,0,0,0
137.03385,9.72661,830.67068,1332.8748157485,0,0,0
139.05197,9.73588,831.01111,1353.7932936836,0,0,0
137.38728,9.72404,830.86485,1335.9594062112,0,0,0
137.55679,9.70479,830.87805,1334.9597600241,0,0,0
139.3223,9.74696,830.95533,1357.968885208,0,0,0
140.15227,9.76314,830.82695,1368.3262333278,0,0,0
139.21606,9.71277,830.87507,1352.1735710862,0,0,0
139.32468,9.68622,830.71369,1349.5295019096,0,0,0
139.27219,9.72767,830.61234,1354.7939044973,0,0,0
139.05384,9.76364,831.11139,1357.6716343776,0,0,0
139.36067,9.70947,830.61362,1353.1182445449,0,0,0
136.37111,9.70801,830.79821,1323.8920995911,0,0,0
137.02003,9.73888,830.78118,1334.4216297664,0,0,0
139.52405,9.71528,830.45309,1355.515212484,0,0,0
140.22763,9.7103,830.76947,1361.652355589,0,0,0
142.24191,9.7515,830.55933,1387.071985365,0,0,0
140.99797,9.76623,830.68494,1377.0186045531,0,0,0
140.75599,9.77981,830.21528,1376.5668385619,0,0,0
138.42628,9.75308,830.32727,1350.0825829424,0,0,0
138.28912,9.71324,830.55933,1343.2354119488,0,0,0
139.32741,9.74273,830.46438,1357.4293372293,0,0,0
136.6877,9.7552,830.57147,1333.41585104,0,0,0
138.79657,9.7232,830.46736,1349.546809424,0,0,0
137.30367,9.709,830.57871,1333.08133203,0,0,0
138.52286,9.72406,830.47864,1347.0046020116,0,0,0
136.5103,9.74979,830.13906,1330.946757837,0,0,0
139.54257,9.73393,830.76925,1358.2976084001,0,0,0
137.18377,9.73493,830.60809,1335.4743980861,0,0,0
140.46911,9.69684,830.63683,1362.1064846124,0,0,0
140.27814,9.74656,830.87166,1367.2293081984,0,0,0
140.15373,9.77138,830.64087,1369.4953542474,0,0,0
139.95199,9.7267,830.43414,1361.271021133,0,0,0
140.72592,9.68,830.92787,1362.2269056,0,0,0
140.5343,9.72403,830.59403,1366.559749229,0,0,0
140.87027,9.7559,830.445,1374.316267093,0,0,0
140.1345,9.739,830.60894,1364.7698955,0,0,0
141.9035,9.7233,830.53911,1379.77030155,0,0,0
138.3,9.85076,830.40455,1362.360108,0,0,0
138.40746,9.85059,830.17951,1363.3951414014,0,0,0
139.33399,9.82867,830.19697,1369.4678074933,0,0,0
137.43754,9.83009,830.50121,1351.0233875786,0,0,0
137.08613,9.85387,830.36538,1350.8289038231,0,0,0
137.26495,9.85226,830.3179,1352.369976287,0,0,0
139.94434,9.81205,830.45714,1373.140861297,0,0,0
137.62664,9.79022,830.44309,1347.3950834608,0,0,0
139.55391,9.80106,830.52612,1367.7762451446,0,0,0
138.29449,9.83343,830.82312,1359.9091868007,0,0,0
139.29305,9.79828,830.77947,1364.832305954,0,0,0
138.31949,9.83492,830.996,1360.3611185908,0,0,0
140.35573,9.82812,830.9598,1379.4329571276,0,0,0
137.12313,9.82131,830.81886,1346.7287679003,0,0,0
137.03678,9.84382,830.83057,1348.9653956996,0,0,0
138.37881,9.86456,830.81396,1365.0460739736,0,0,0
138.23724,9.83199,830.81184,1359.1471613076,0,0,0
139.05815,9.84685,830.54443,1369.2847443275,0,0,0
136.60049,9.86289,830.73902,1347.2756068161,0,0,0
137.18665,9.84081,830.75563,1350.0277571865,0,0,0
138.13353,9.85645,830.91105,1361.5062317685,0,0,0
137.04367,9.83321,830.94959,1347.5791862807,0,0,0
139.39306,9.79623,831.24233,1365.5264761638,0,0,0
137.38779,9.82286,831.00558,1349.5410268794,0,0,0
138.23284,9.86211,830.91552,1363.2674736924,0,0,0
136.35041,9.85719,831.04433,1344.0318979479,0,0,0
139.39766,9.81058,830.973,1367.5718952428,0,0,0
139.4745,9.81293,830.89125,1368.653505285,0,0,0
138.45923,9.81628,831.12608,1359.1545702644,0,0,0
134.74251,9.82083,830.70262,1323.2832844833,0,0,0
137.15345,9.76664,831.49845,1339.528370908,0,0,0
139.6151,9.71642,831.3409,1356.558949942,0,0,0
138.74232,9.74983,831.40648,1352.7140338056,0,0,0
137.43279,9.75531,831.42074,1340.6994706149,0,0,0
137.92733,9.74265,831.32004,1343.7777016245,0,0,0
137.8667,9.74223,831.47035,1343.129100741,0,0,0
138.91572,9.72627,831.32536,1351.1317999644,0,0,0
137.79265,9.74097,831.24148,1342.2340698705,0,0,0
140.85646,9.71087,831.63854,1367.8387717202,0,0,0
138.12012,9.73887,831.28342,1345.1338930644,0,0,0
138.23345,9.74698,831.22104,1347.358672481,0,0,0
138.88535,9.76126,831.1825,1355.696011541,0,0,0
138.67956,9.74855,831.11544,1351.924624638,0,0,0
137.94555,9.71844,831.19208,1340.615550942,0,0,0
137.191,9.73796,831.08648,1335.96047036,0,0,0
138.83965,9.74115,831.1429,1352.4578565975,0,0,0
138.48019,9.73035,831.28981,1347.4607167665,0,0,0
139.28434,9.72702,831.14801,1354.8215608668,0,0,0
138.21568,9.70264,830.88593,1341.0569853952,0,0,0
139.11752,9.7343,831.27959,1354.211674936,0,0,0
139.84818,9.73664,831.65323,1361.6513833152,0,0,0
140.72329,9.73505,831.53443,1369.9482643145,0,0,0
140.7696,9.7454,831.32089,1371.85605984,0,0,0
138.597,9.75255,831.57744,1351.67417235,0,0,0
138.01601,9.7421,831.4333,1344.565771021,0,0,0
136.95636,9.75003,831.55636,1335.3286186908,0,0,0
139.71739,9.75634,831.62428,1363.1303607526,0,0,0
138.85584,9.76028,831.44118,1355.2718780352,0,0,0
138.56481,9.74636,831.43863,1350.5025215916,0,0,0
139.21475,9.71792,831.44225,1352.87780332,0,0,0
140.81343,9.75421,830.8178,1373.5237670403,0,0,0
139.16874,9.73987,830.90402,1355.4854356638,0,0,0
138.64357,9.74256,831.01473,1350.7432993392,0,0,0
138.17124,9.76296,831.01537,1348.9602892704,0,0,0
137.73596,9.76459,831.07754,1344.9351776564,0,0,0
138.77997,9.74773,830.83142,1352.7896769681,0,0,0
139.41184,9.77626,830.7882,1362.9263949184,0,0,0
138.50747,9.76301,831.04348,1352.2498146847,0,0,0
139.22062,9.72662,831.01537,1354.1460669044,0,0,0
136.16202,9.76349,830.92233,1329.4165206498,0,0,0
138.19047,9.7726,830.74796,1350.480187122,0,0,0
137.10602,9.78348,831.09883,1341.3740045496,0,0,0
140.34536,9.72074,830.88273,1364.2607547664,0,0,0
139.80419,9.71828,830.87187,1358.6562635932,0,0,0
140.12008,9.77498,830.88422,1369.6709795984,0,0,0
138.29378,9.79113,830.85591,1354.0523781714,0,0,0
140.49927,9.74484,830.81609,1369.1429062668,0,0,0
138.56866,9.72746,830.85718,1347.9210974036,0,0,0
139.05551,9.77925,830.92169,1359.8585961675,0,0,0
138.38863,9.77339,830.88848,1352.5260525557,0,0,0
136.38144,9.67005,830.19952,1318.815343872,0,0,0
141.63434,9.64503,830.23125,1366.0674583302,0,0,0
137.7476,9.6208,830.0341,1325.24211008,0,0,0
140.63841,9.65788,830.16929,1358.2688871708,0,0,0
139.95356,9.67777,830.47012,1354.4383643612,0,0,0
139.62487,9.6502,830.19782,1347.407920474,0,0,0
139.63165,9.63446,830.34728,1345.275546659,0,0,0
139.93204,9.67368,830.42584,1353.6577767072,0,0,0
138.53905,9.68632,830.41264,1341.933570796,0,0,0
139.7882,9.66324,830.40476,1350.806925768,0,0,0
138.91071,9.58512,831.15099,1331.4758246352,0,0,0
142.13754,9.54082,830.90509,1356.1086843828,0,0,0
141.01538,9.54119,830.9647,1345.4545335022,0,0,0
143.75015,9.59354,831.21699,1379.072814031,0,0,0
141.00334,9.58049,831.18484,1350.8810888366,0,0,0
141.75763,9.57417,831.10437,1357.2116484171,0,0,0
140.74941,9.57701,831.21295,1347.9585070641,0,0,0
139.86711,9.57436,831.17399,1339.1380632996,0,0,0
142.93683,9.5668,831.16164,1367.448065244,0,0,0
138.70081,9.61056,831.21508,1332.9924565536,0,0,0
140.73802,9.5782,831.43543,1348.016903164,0,0,0
141.0581,9.547,831.06455,1346.6816807,0,0,0
139.44924,9.5654,831.49781,1333.887760296,0,0,0
140.70902,9.59244,831.23168,1349.7428318088,0,0,0
143.16212,9.59929,831.29619,1374.2547068948,0,0,0
140.58446,9.5677,831.35857,1345.069937942,0,0,0
139.90487,9.58065,831.2864,1340.3795927655,0,0,0
141.97122,9.56635,831.37731,1358.146380447,0,0,0
142.96634,9.59877,831.63024,1372.3010154018,0,0,0
141.5199,9.57901,831.40988,1355.620537299,0,0,0
139.417,9.63737,831.61811,1343.61321329,0,0,0
144.83723,9.6185,831.56978,1393.116896755,0,0,0
142.39167,9.653,831.6362,1374.50679051,0,0,0
139.26835,9.66731,831.64876,1346.3503126385,0,0,0
139.92648,9.66956,831.74095,1353.0274939488,0,0,0
141.13519,9.64157,831.67538,1360.7648138483,0,0,0
140.71793,9.64624,831.67687,1357.3989250832,0,0,0
138.72658,9.69388,831.63514,1344.7988193304,0,0,0
140.42927,9.6577,831.39754,1356.223760879,0,0,0
140.27536,9.64583,831.70029,1353.0722757488,0,0,0
140.93319,9.75673,831.72264,1375.0470828687,0,0,0
137.89595,9.76651,831.65111,1346.7621746345,0,0,0
138.87361,9.74904,831.66878,1353.8843788344,0,0,0
138.85817,9.762,831.75032,1355.53345554,0,0,0
139.86685,9.75316,831.59,1364.143766746,0,0,0
140.42361,9.70298,831.70923,1362.5274793578,0,0,0
137.67426,9.72086,831.76075,1338.3122070636,0,0,0
133.56493,9.74,831.96429,1300.9224182,0,0,0
139.90325,9.74092,831.71285,1362.78636599,0,0,0
138.15742,9.72018,831.6279,1342.9149907356,0,0,0
139.5158,9.76709,832.05967,1362.663375022,0,0,0
138.4561,9.76677,832.09671,1352.268883797,0,0,0
139.88017,9.73273,832.0454,1361.4159269641,0,0,0
139.8541,9.71197,832.11226,1358.258823577,0,0,0
136.94082,9.74817,832.2136,1334.9223932994,0,0,0
138.81267,9.74284,832.02816,1352.4296337828,0,0,0
140.36505,9.72403,832.04242,1364.9139571515,0,0,0
138.52331,9.74779,832.44417,1350.2961359849,0,0,0
138.99488,9.73049,831.90915,1352.4882898912,0,0,0
141.9195,9.7276,832.1889,1380.5361282,0,0,0
137.1867,9.75372,832.66134,1338.080659524,0,0,0
138.5348,9.70641,832.90937,1344.675568068,0,0,0
140.16365,9.75311,832.57277,1367.0314964515,0,0,0
139.84084,9.75829,832.75182,1364.6074705636,0,0,0
140.9838,9.72827,832.73692,1371.528472026,0,0,0
140.59185,9.7359,832.73266,1368.788192415,0,0,0
137.5862,9.74567,832.76332,1340.869701754,0,0,0
143.43725,9.76172,833.00071,1400.19427207,0,0,0
139.10815,9.77066,832.8274,1359.178436879,0,0,0
138.5427,9.747,832.65665,1350.3756969,0,0,0
139.30327,9.62045,832.01709,1340.1601438715,0,0,0
140.24418,9.67992,831.86763,1357.5524428656,0,0,0
144.19879,9.6513,831.80802,1391.705781927,0,0,0
141.85385,9.63128,831.84591,1366.234148428,0,0,0
140.21088,9.64191,831.71072,1351.9006859808,0,0,0
138.82461,9.65829,832.16761,1340.8083425169,0,0,0
139.49014,9.66143,831.92022,1347.6742233002,0,0,0
140.08373,9.67311,831.73222,1355.0453295003,0,0,0
139.54768,9.67612,831.79971,1350.2800974016,0,0,0
139.36026,9.62371,831.73648,1341.1627277646,0,0,0
140.80726,9.61703,831.42436,1354.1476436378,0,0,0
139.79529,9.64581,831.48206,1348.4388062349,0,0,0
138.88034,9.70093,831.41883,1347.2684567162,0,0,0
141.24092,9.63328,831.40201,1360.6133298176,0,0,0
139.29659,9.64294,831.27937,1343.2286595746,0,0,0
139.23585,9.68476,831.30173,1348.465790646,0,0,0
139.22239,9.6985,831.45694,1350.248349415,0,0,0
140.05078,9.64359,831.37412,1350.5923015002,0,0,0
138.65268,9.676,831.4959,1341.60333168,0,0,0
138.78908,9.67782,831.39392,1343.1757342056,0,0,0
140.39865,9.68215,830.75627,1359.3607890975,0,0,0
140.36621,9.65082,831.22125,1354.6490267922,0,0,0
139.07045,9.63796,830.91808,1340.355434282,0,0,0
141.79848,9.62772,830.98408,1365.1960618656,0,0,0
139.56899,9.64673,831.12587,1346.3843629027,0,0,0
140.52655,9.65728,831.00771,1357.104240784,0,0,0
139.79083,9.65772,831.06221,1350.0606947076,0,0,0
139.49758,9.63084,831.09734,1343.4788733672,0,0,0
140.28816,9.68163,831.29705,1358.2180585008,0,0,0
141.25261,9.67804,831.0554,1367.0484096844,0,0,0
139.28662,9.65521,831.37816,1344.8415662902,0,0,0
141.49085,9.65814,831.27405,1366.538438019,0,0,0
142.1757,9.6369,831.3739,1370.13300333,0,0,0
137.5993,9.666,831.38774,1330.0348338,0,0,0
139.52926,9.67742,831.60959,1350.2832513092,0,0,0
139.36735,9.639,831.59021,1343.36188665,0,0,0
139.87303,9.6439,831.40839,1348.921514017,0,0,0
139.18868,9.66785,831.36837,1345.655279938,0,0,0
141.91165,9.68416,831.41372,1374.295124464,0,0,0
140.92311,9.64437,831.41457,1359.1146143907,0,0,0
138.68558,9.66994,831.15866,1341.0812374652,0,0,0
139.89763,9.64638,831.13332,1349.5057000794,0,0,0
140.07569,9.60717,830.9911,1345.7309666973,0,0,0
139.9614,9.66613,831.17271,1352.885087382,0,0,0
139.81346,9.70092,831.1214,1356.3191903832,0,0,0
143.31603,9.64266,831.11203,1381.9477498398,0,0,0
143.72641,9.60693,830.96726,1380.7695600213,0,0,0
139.28449,9.63508,830.91297,1342.0172039092,0,0,0
137.86462,9.67373,831.27086,1333.6651104326,0,0,0
139.21935,9.62669,831.02282,1340.2215244515,0,0,0
141.05749,9.65032,830.86698,1361.2499168968,0,0,0
141.03826,9.66116,830.77224,1362.5931959816,0,0,0
139.7844,9.65724,830.93042,1349.931499056,0,0,0
139.86275,9.65347,830.80609,1350.1608612425,0,0,0
137.72579,9.65436,830.80758,1329.6543579444,0,0,0
140.05281,9.65384,830.82099,1352.0474192904,0,0,0
139.94424,9.67831,830.86613,1354.4237374344,0,0,0
138.96841,9.67472,830.79267,1344.4804555952,0,0,0
142.1587,9.644,830.87273,1370.9785028,0,0,0
139.82449,9.65491,830.93511,1349.9928667459,0,0,0
138.4732,9.63531,830.88252,1334.232208692,0,0,0
140.67865,9.64617,830.80907,1357.0101732705,0,0,0
139.83441,9.65461,830.91105,1350.0466931301,0,0,0
139.76203,9.68204,830.89295,1353.1815649412,0,0,0
139.87551,9.64984,830.90232,1349.7762914184,0,0,0
140.97621,9.61436,830.84228,1355.3960343756,0,0,0
137.43552,9.63602,830.86017,1324.3314194304,0,0,0
139.48907,9.67325,830.90743,1349.3126463775,0,0,0
135.16787,9.66208,831.12481,1306.0027733696,0,0,0
138.04749,9.66532,831.06136,1334.2731660468,0,0,0
141.97856,9.65216,831.01899,1370.3997776896,0,0,0
138.8193,9.62791,830.81333,1336.539726663,0,0,0
140.76034,9.65676,830.82291,1359.2888208984,0,0,0
137.59682,9.66534,830.78906,1329.9200482188,0,0,0
134.84045,9.62217,830.83419,1297.4577327765,0,0,0
141.56049,9.62977,830.76415,1363.1949597873,0,0,0
139.18033,9.64531,830.87017,1342.4374287523,0,0,0
139.37291,9.66289,831.01473,1346.7450983099,0,0,0
140.91932,9.62417,830.81524,1356.2314919644,0,0,0
140.90297,9.64007,831.02155,1358.3144940079,0,0,0
138.65055,9.70652,830.63193,1345.814336586,0,0,0
139.39281,9.7466,830.86038,1358.605961946,0,0,0
138.58901,9.74754,830.66408,1350.9019185354,0,0,0
139.35069,9.70647,830.63555,1352.6032919643,0,0,0
137.46401,9.71336,830.57189,1335.2374161736,0,0,0
137.00363,9.73967,830.43074,1334.3701450021,0,0,0
138.91607,9.7155,830.79991,1349.639078085,0,0,0
137.24764,9.69939,830.84675,1331.2183869396,0,0,0
140.22915,9.72085,830.61767,1363.1465327775,0,0,0
135.6282,9.75019,830.676,1322.400719358,0,0,0
137.58012,9.72743,830.98663,1338.3009866916,0,0,0
139.33738,9.70804,831.01793,1352.6928585352,0,0,0
