V,I,G,P,no_module_fault,fault,partial_shading
137.4055,10.5972,901.18359,1456.1135646,0,0,0
135.50167,10.58743,901.2283,1434.6144460081,0,0,0
135.91852,10.60657,901.19254,1441.6292966764,0,0,0
136.19315,10.59002,901.34114,1442.288182363,0,0,0
138.9017,10.55392,901.28089,1465.957429664,0,0,0
136.21461,10.57156,901.41034,1440.0009224916,0,0,0
135.81416,10.6011,901.24385,1439.779491576,0,0,0
138.89477,10.57031,901.42418,1468.1607762787,0,0,0
138.81814,10.54182,900.99858,1463.3958446148,0,0,0
137.68656,10.52122,901.28877,1448.6305888032,0,0,0
139.52972,10.64209,904.10166,1484.8878379148,0,0,0
137.13756,10.62503,904.08229,1457.0906891268,0,0,0
140.5095,10.59875,904.0825,1489.225063125,0,0,0
138.48727,10.61684,903.73866,1470.2971876268,0,0,0
137.27391,10.63336,904.30605,1459.6829036376,0,0,0
136.97033,10.59308,904.1006,1450.9376633164,0,0,0
140.73969,10.57222,903.87982,1487.9309654118,0,0,0
137.463,10.62228,904.13168,1460.17047564,0,0,0
134.80593,10.65629,903.99521,1436.5310837997,0,0,0
136.87477,10.64863,904.04226,1457.5287820651,0,0,0
136.30136,10.62139,904.46616,1447.7099020904,0,0,0
137.57025,10.6537,904.40271,1465.632172425,0,0,0
137.26136,10.61187,904.43081,1456.5997083432,0,0,0
136.62777,10.57638,904.38674,1445.0272140726,0,0,0
138.26052,10.61795,904.3695,1468.043288334,0,0,0
139.9573,10.62374,904.35757,1486.869966302,0,0,0
136.8485,10.61572,904.61583,1452.74535842,0,0,0
136.41185,10.60561,904.55196,1446.7308804785,0,0,0
138.65642,10.6214,904.13488,1472.725299388,0,0,0
136.91141,10.62856,904.57985,1455.1711358696,0,0,0
137.54176,10.63448,903.88109,1462.6850958848,0,0,0
137.27715,10.61476,903.81744,1457.164000734,0,0,0
137.51761,10.60496,903.82766,1458.3687533456,0,0,0
137.74204,10.62042,903.66372,1462.8783164568,0,0,0
138.15256,10.61203,903.75378,1466.0791112968,0,0,0
135.92242,10.60146,903.70758,1440.9760987332,0,0,0
137.54576,10.59481,903.49318,1457.2711935056,0,0,0
136.64913,10.62593,903.67692,1452.0240899409,0,0,0
140.74187,10.62062,903.77784,1494.7659193594,0,0,0
137.66247,10.57417,903.56152,1455.6663603999,0,0,0
135.85703,10.7134,903.74526,1455.490705202,0,0,0
135.97622,10.6854,903.8102,1452.960301188,0,0,0
138.00401,10.69838,903.74164,1476.4193405038,0,0,0
135.66485,10.69344,903.78763,1450.723933584,0,0,0
133.99565,10.70736,903.85704,1434.739662984,0,0,0
134.94299,10.68288,903.63136,1441.5797690112,0,0,0
137.51311,10.70259,903.88152,1471.7464359549,0,0,0
133.50171,10.70206,904.08548,1428.7433105226,0,0,0
135.83015,10.69548,903.71247,1452.768652722,0,0,0
136.62717,10.6719,903.6782,1458.071495523,0,0,0
133.14256,10.72621,903.58643,1428.1150584976,0,0,0
137.026,10.66305,903.75293,1461.1150893,0,0,0
140.36327,10.71309,903.92069,1503.7243442043,0,0,0
138.06763,10.69096,903.77933,1476.0755096248,0,0,0
137.30139,10.67899,903.41441,1466.2401707961,0,0,0
134.21633,10.73007,903.78976,1440.1506160431,0,0,0
137.08988,10.7205,903.71631,1469.67205854,0,0,0
139.7345,10.67965,903.66734,1492.315552925,0,0,0
136.83519,10.69812,903.53896,1463.8792828428,0,0,0
137.07469,10.73944,903.57025,1472.1054087736,0,0,0
137.38364,10.62687,902.94389,1459.9580824068,0,0,0
138.14841,10.63793,902.88321,1469.6131151913,0,0,0
136.41059,10.6155,902.97817,1448.066618145,0,0,0
138.14938,10.62481,902.85213,1467.8109141178,0,0,0
137.15643,10.62982,903.07632,1457.9481627426,0,0,0
138.64691,10.60369,903.0397,1470.1688530979,0,0,0
135.54013,10.62994,903.06759,1440.7834494922,0,0,0
138.70081,10.588,902.94857,1468.56417628,0,0,0
137.1618,10.57315,902.92068,1450.23228567,0,0,0
136.92002,10.61587,903.23535,1453.5251327174,0,0,0
136.44551,10.59644,902.5068,1445.8366599844,0,0,0
135.81193,10.58686,902.27047,1437.8218892398,0,0,0
140.33134,10.62754,902.36458,1491.3769291036,0,0,0
138.20961,10.6437,902.0729,1471.061625957,0,0,0
137.34279,10.61026,902.3105,1457.2427110254,0,0,0
137.36451,10.58564,902.36607,1454.0912516364,0,0,0
137.57314,10.61439,902.37629,1460.2549614846,0,0,0
135.80656,10.62564,902.46336,1443.0316161984,0,0,0
137.35681,10.5708,902.30347,1451.971367148,0,0,0
140.29317,10.59075,902.40865,1485.8098901775,0,0,0
135.5621,10.60816,902.62794,1438.064446736,0,0,0
136.25728,10.59618,902.90301,1443.8066651904,0,0,0
135.6242,10.59514,902.7312,1436.957386388,0,0,0
138.82497,10.60409,902.7857,1472.1124761273,0,0,0
135.57799,10.61442,902.76122,1439.0817286158,0,0,0
138.80857,10.60248,902.90003,1471.7150872536,0,0,0
137.17972,10.64044,903.05673,1459.6525798768,0,0,0
137.2235,10.64083,902.98242,1460.171935505,0,0,0
137.14267,10.6193,902.8319,1456.359155531,0,0,0
138.55525,10.61586,902.80976,1470.883136265,0,0,0
139.21176,10.59775,902.69011,1475.33142954,0,0,0
136.58217,10.60298,902.77016,1448.1780168666,0,0,0
139.69512,10.62334,902.89705,1484.0287561008,0,0,0
136.34899,10.60213,902.83211,1445.5897173487,0,0,0
140.13526,10.58278,902.94431,1483.0206268228,0,0,0
139.60179,10.5842,902.94176,1477.573265718,0,0,0
135.45186,10.6378,902.9935,1440.909796308,0,0,0
138.21052,10.65272,902.93495,1472.3179706144,0,0,0
137.40581,10.58671,903.00521,1454.6754627851,0,0,0
137.04574,10.61989,902.86511,1455.4106837686,0,0,0
137.63069,10.61707,902.30432,1461.2346698783,0,0,0
137.18959,10.60247,902.45506,1454.5485122873,0,0,0
135.92637,10.61282,902.4129,1442.5620980634,0,0,0
137.92571,10.63899,902.65519,1467.3902494329,0,0,0
136.80603,10.64178,902.39353,1455.8596739334,0,0,0
137.22081,10.61649,902.29921,1456.8033571569,0,0,0
135.99495,10.62328,902.38225,1444.712432436,0,0,0
134.65971,10.61775,902.37948,1429.7831358525,0,0,0
139.71714,10.61493,902.40375,1483.0876609002,0,0,0
135.80439,10.56433,902.26068,1434.6823914087,0,0,0
137.88725,10.61566,902.4606,1463.764164335,0,0,0
136.2552,10.63569,902.40503,1449.168068088,0,0,0
137.85197,10.62962,902.4672,1465.3140573514,0,0,0
138.24721,10.59126,902.43632,1464.2121453846,0,0,0
137.54753,10.57717,902.40375,1454.8636078901,0,0,0
135.59485,10.62195,902.45059,1440.2817169575,0,0,0
136.35663,10.61927,902.49423,1448.0078702601,0,0,0
135.14469,10.57918,902.68798,1429.7200015542,0,0,0
140.48748,10.57898,902.39843,1486.2142411704,0,0,0
133.66793,10.63097,902.25621,1421.0197537921,0,0,0
135.54975,10.70972,902.29559,1451.69986857,0,0,0
136.75714,10.68991,902.42589,1461.9215184574,0,0,0
135.74507,10.68938,902.33115,1451.0306363566,0,0,0
137.68434,10.72138,902.27984,1476.1661291892,0,0,0
139.15912,10.69404,902.33839,1488.1731956448,0,0,0
136.22747,10.64749,902.28729,1450.4806245503,0,0,0
137.60543,10.66273,902.33115,1467.2495466239,0,0,0
135.56893,10.69245,902.37309,1449.5640055785,0,0,0
137.32103,10.69961,902.3963,1469.2814657983,0,0,0
135.07514,10.68681,902.2677,1443.5223569034,0,0,0
135.66722,10.67337,902.71438,1448.0264359314,0,0,0
137.02372,10.69551,902.74227,1465.5385674972,0,0,0
134.05862,10.67388,902.48423,1430.9256228456,0,0,0
137.32569,10.65343,902.55087,1462.9896256167,0,0,0
137.21884,10.71005,902.75802,1469.620637342,0,0,0
135.21757,10.69081,902.59132,1445.5853495317,0,0,0
137.53918,10.65986,902.64263,1466.1484033148,0,0,0
137.27776,10.67094,902.59749,1464.8827402944,0,0,0
134.5518,10.72702,902.72289,1443.339849636,0,0,0
134.98541,10.73384,902.91664,1448.9117932744,0,0,0
135.40277,10.63339,902.30539,1439.7904604903,0,0,0
137.22476,10.60153,902.15188,1454.7924098828,0,0,0
138.21892,10.58347,902.05565,1462.8357932524,0,0,0
135.56483,10.62576,902.09461,1440.4793480208,0,0,0
134.84515,10.61687,902.06779,1431.6334276805,0,0,0
135.91063,10.57897,902.05608,1437.7944774511,0,0,0
137.09109,10.58702,901.96836,1451.3861116518,0,0,0
135.92465,10.61333,902.15316,1442.6131655845,0,0,0
137.06862,10.59507,902.35904,1452.2516237034,0,0,0
138.12943,10.59856,902.28899,1463.9730516208,0,0,0
136.61461,10.50767,901.45973,1435.5012390587,0,0,0
136.36544,10.51992,901.43291,1434.5535195648,0,0,0
138.52473,10.53889,901.72267,1459.8968917497,0,0,0
138.64969,10.49381,901.64538,1454.9635034189,0,0,0
141.39296,10.4559,901.48272,1478.390650464,0,0,0
140.04891,10.50583,901.75333,1471.3300401453,0,0,0
137.94398,10.53357,901.54127,1453.0425694086,0,0,0
137.39396,10.51317,901.55362,1444.4460584532,0,0,0
138.99397,10.50784,901.54553,1460.5263977248,0,0,0
139.97694,10.52445,901.81592,1473.180306183,0,0,0
137.9784,10.50352,902.17573,1449.258883968,0,0,0
136.93707,10.47513,902.09994,1434.4336100691,0,0,0
139.41057,10.50767,901.95878,1464.8802640719,0,0,0
139.32721,10.53727,902.09802,1468.1284301167,0,0,0
139.40429,10.49696,902.13996,1463.3212559584,0,0,0
139.43952,10.45958,902.38778,1458.4788146016,0,0,0
137.49246,10.54351,902.16381,1449.6531269346,0,0,0
138.42962,10.53916,902.13954,1458.9319139192,0,0,0
137.36724,10.49449,902.01435,1441.5991265076,0,0,0
135.6983,10.47941,902.07268,1422.038122003,0,0,0
134.27494,10.58946,901.96836,1421.8991061324,0,0,0
137.01335,10.5471,902.299,1445.093503785,0,0,0
136.58389,10.56987,902.13783,1443.6739613943,0,0,0
134.54086,10.59275,902.04309,1425.157694765,0,0,0
133.03804,10.61741,902.26962,1412.5194162764,0,0,0
136.09329,10.59831,902.04501,1442.3588763399,0,0,0
139.67746,10.62624,902.08524,1484.2462125504,0,0,0
140.06425,10.62188,901.8832,1487.74565579,0,0,0
139.61444,10.58082,901.99178,1477.2352590408,0,0,0
137.31536,10.60042,902.24577,1455.6004884512,0,0,0
136.47634,10.6157,901.79697,1448.791882538,0,0,0
138.70294,10.60446,901.8932,1470.8697791124,0,0,0
137.80799,10.58354,901.95218,1458.4963744846,0,0,0
137.74031,10.58854,901.96623,1458.4687820474,0,0,0
139.46837,10.58101,902.10781,1475.7162176537,0,0,0
136.33335,10.61138,901.92152,1446.684983523,0,0,0
138.03145,10.6042,902.01328,1463.71310209,0,0,0
139.38501,10.59665,902.0812,1477.0141662165,0,0,0
134.81919,10.57098,901.85765,1425.1709611062,0,0,0
140.13809,10.58251,902.06566,1483.0127388059,0,0,0
137.88841,10.59159,901.54319,1460.4575044719,0,0,0
136.85214,10.64877,901.66667,1457.3069628678,0,0,0
137.96975,10.59926,901.38543,1462.377252385,0,0,0
137.77033,10.58138,901.57364,1457.8002144554,0,0,0
138.32754,10.59639,901.72416,1465.7725615806,0,0,0
137.98179,10.62999,901.47549,1466.7450478821,0,0,0
136.74393,10.59041,901.64645,1448.1742837113,0,0,0
139.69618,10.63164,901.75524,1485.1994951352,0,0,0
139.62198,10.71854,901.86574,1496.5437775092,0,0,0
137.91721,10.68057,901.53467,1473.0344156097,0,0,0
136.14886,10.6942,901.60664,1456.003138612,0,0,0
137.56711,10.68977,901.87362,1470.5607654647,0,0,0
138.24367,10.71318,901.88043,1481.0293205706,0,0,0
136.91698,10.73722,901.573,1470.1077359956,0,0,0
136.15494,10.69963,901.6424,1456.8074806722,0,0,0
136.5105,10.6778,901.7265,1457.6318169,0,0,0
138.11369,10.66204,901.63857,1472.5736873276,0,0,0
137.63605,10.72079,901.73693,1475.5671884795,0,0,0
137.33505,10.71996,901.64751,1472.226242598,0,0,0
134.68491,10.66402,901.4691,1436.2825739382,0,0,0
139.03456,10.57296,901.67391,1470.0068414976,0,0,0
135.6402,10.60231,901.80442,1438.099448862,0,0,0
138.01545,10.58828,901.91535,1461.346228926,0,0,0
136.5967,10.62129,901.69307,1450.833163743,0,0,0
134.13717,10.60345,901.86063,1422.3167752365,0,0,0
137.5869,10.56456,901.72118,1453.545060264,0,0,0
137.2441,10.59912,901.44419,1454.666685192,0,0,0
136.96582,10.6453,901.92088,1458.042243646,0,0,0
136.80026,10.61257,901.85744,1451.8023352682,0,0,0
138.30188,10.56137,901.96495,1460.6573263756,0,0,0
137.1822,10.6183,901.8453,1456.64175426,0,0,0
135.91953,10.62092,901.86915,1443.5904545676,0,0,0
137.66095,10.60049,901.80293,1459.2735238655,0,0,0
138.61512,10.605,901.80698,1470.0133476,0,0,0
135.69941,10.60974,901.91173,1439.7354582534,0,0,0
136.02856,10.58918,901.98603,1440.4309069808,0,0,0
134.77713,10.59727,901.61877,1428.2696364351,0,0,0
140.33194,10.60432,901.86915,1488.1247979808,0,0,0
137.58043,10.60123,901.88809,1458.5217819289,0,0,0
134.71052,10.58056,901.71096,1425.3127394912,0,0,0
137.48851,10.46092,901.12057,1438.2563040292,0,0,0
137.15603,10.51073,901.16997,1441.6099992019,0,0,0
138.47077,10.55371,901.30027,1461.3803500567,0,0,0
137.12526,10.52262,901.36073,1442.9170033812,0,0,0
140.69647,10.45716,901.41758,1471.2854982252,0,0,0
137.22451,10.47272,901.29132,1437.1138703672,0,0,0
138.30203,10.53515,901.507,1457.0326313545,0,0,0
135.81117,10.53307,901.33582,1430.5085603919,0,0,0
138.55196,10.44736,901.13846,1447.5022048256,0,0,0
140.33361,10.43412,901.24385,1464.2577267732,0,0,0
134.89405,10.64895,901.0467,1436.4799937475,0,0,0
137.37245,10.585,901.25385,1454.08738325,0,0,0
134.90356,10.53435,901.16826,1421.121317286,0,0,0
133.44538,10.57283,900.98581,1410.8953170254,0,0,0
136.47907,10.63614,901.22575,1451.6104955898,0,0,0
136.26821,10.59397,901.37372,1443.6213286937,0,0,0
137.44438,10.59497,901.05521,1456.2190827686,0,0,0
138.36494,10.60551,901.24108,1467.4307548194,0,0,0
133.48258,10.57924,901.23235,1412.1442496392,0,0,0
135.94029,10.60581,901.15294,1441.7568870849,0,0,0
136.14644,10.59934,900.98538,1443.0624073496,0,0,0
139.00186,10.59681,900.76098,1472.9763000666,0,0,0
136.65683,10.59928,901.04712,1448.4640050824,0,0,0
138.04784,10.60192,901.1061,1463.5721558528,0,0,0
136.63046,10.61235,901.12057,1449.970262181,0,0,0
137.11002,10.61808,901.19743,1455.8451611616,0,0,0
138.8437,10.59485,901.02562,1471.028174945,0,0,0
138.59619,10.55337,901.05138,1462.6568736603,0,0,0
138.80665,10.56007,901.17188,1465.8079404655,0,0,0
140.99838,10.61319,900.93237,1496.4425966322,0,0,0
136.68193,10.61227,901.16763,1450.5055452811,0,0,0
136.69615,10.59628,901.28004,1448.470680322,0,0,0
137.2075,10.60002,901.02115,1454.40224415,0,0,0
137.62785,10.61144,900.96899,1460.429672604,0,0,0
137.38521,10.6244,901.20808,1459.635425124,0,0,0
137.14737,10.5821,901.16635,1451.307184077,0,0,0
138.09223,10.58293,901.35009,1461.4204036339,0,0,0
137.58579,10.60543,901.09481,1459.1564648397,0,0,0
138.05199,10.57512,901.26322,1459.9163604888,0,0,0
139.45784,10.57293,901.08906,1474.4779802712,0,0,0
135.47104,10.57667,901.49891,1432.8324846368,0,0,0
137.06123,10.59577,901.53084,1452.2692689971,0,0,0
136.56122,10.62733,901.65092,1451.2811501426,0,0,0
135.60568,10.59527,901.54021,1436.7787931336,0,0,0
141.31173,10.57584,901.5021,1494.4902466032,0,0,0
137.85344,10.60401,901.30367,1461.7992562944,0,0,0
136.6546,10.64503,901.49039,1454.692316638,0,0,0
137.89038,10.60173,901.57874,1461.8765783574,0,0,0
136.66254,10.59318,901.73438,1447.6908854772,0,0,0
136.40608,10.59145,901.75737,1444.738176016,0,0,0
