V,I,G,P,no_module_fault,fault,partial_shading
136.70324,10.70658,901.37265,1463.6241753192,0,0,0
136.04506,10.67915,901.55533,1452.845602499,0,0,0
136.64412,10.66727,901.31709,1457.6197219524,0,0,0
136.73381,10.67089,901.46569,1459.0714457909,0,0,0
132.61551,10.68232,901.30687,1416.6413147832,0,0,0
136.17442,10.66753,901.32922,1452.6447105826,0,0,0
133.86902,10.65653,901.51658,1426.5792277006,0,0,0
134.79586,10.67609,901.39863,1439.0927329874,0,0,0
136.4201,10.68943,901.22085,1458.253109543,0,0,0
135.73079,10.65869,901.42354,1446.7124140651,0,0,0
137.9616,10.58052,901.06352,1459.705468032,0,0,0
135.77306,10.55017,900.96196,1432.4288644202,0,0,0
139.39868,10.53935,901.21532,1469.171478058,0,0,0
138.59042,10.59152,901.12505,1467.8832052384,0,0,0
135.3399,10.64156,901.17763,1440.227666244,0,0,0
138.45903,10.61201,901.19466,1469.3286109503,0,0,0
136.38893,10.5792,901.13463,1442.885768256,0,0,0
137.71324,10.60698,901.19573,1460.7215824152,0,0,0
137.40682,10.60322,901.18849,1456.9547419604,0,0,0
138.24534,10.6131,901.04627,1467.211617954,0,0,0
137.0963,10.6094,901.05095,1454.50948522,0,0,0
136.42613,10.59435,901.30303,1445.3461703655,0,0,0
135.35509,10.59396,901.23831,1433.9464092564,0,0,0
138.14998,10.57398,900.93556,1460.7951255204,0,0,0
136.0735,10.60152,901.06309,1442.58593172,0,0,0
135.74188,10.61945,901.02541,1441.504107566,0,0,0
135.8223,10.62783,900.9015,1443.496314609,0,0,0
138.29357,10.57473,900.88319,1462.4171634861,0,0,0
140.00518,10.56491,901.03903,1479.1421262338,0,0,0
138.59544,10.58571,900.70562,1467.1311351624,0,0,0
137.49717,10.59767,901.61771,1457.1496335939,0,0,0
137.11058,10.55495,901.25321,1447.195316371,0,0,0
136.01069,10.57819,901.28004,1438.7469208511,0,0,0
137.60315,10.59326,901.28025,1457.665944769,0,0,0
137.03294,10.59744,901.34263,1452.1983596736,0,0,0
135.38434,10.59867,901.1491,1434.8939428278,0,0,0
137.87343,10.58896,901.15528,1459.9362353328,0,0,0
137.75337,10.61504,901.21106,1462.2575326848,0,0,0
136.80457,10.62359,901.34434,1453.3556618063,0,0,0
136.98587,10.56829,901.47847,1447.7064000623,0,0,0
138.99949,10.62307,901.2679,1476.6013122343,0,0,0
140.22879,10.63087,901.18466,1490.7540367473,0,0,0
137.13705,10.53357,901.12483,1444.5427157685,0,0,0
134.81782,10.53708,901.07778,1420.5861547656,0,0,0
137.52678,10.58555,901.14591,1455.796606029,0,0,0
141.85628,10.57595,901.31964,1500.264924466,0,0,0
136.65379,10.61514,901.34093,1450.5991123806,0,0,0
136.86702,10.55472,901.04584,1444.5930733344,0,0,0
138.62783,10.54802,900.9577,1462.2491233966,0,0,0
138.08732,10.59492,901.18572,1463.0241084144,0,0,0
137.79052,10.5706,901.22788,1456.528470712,0,0,0
142.00245,10.56838,901.10546,1500.735852531,0,0,0
137.24263,10.5603,901.11866,1449.323345589,0,0,0
135.63994,10.60519,901.09396,1438.4873352886,0,0,0
135.98012,10.6342,900.92023,1446.039792104,0,0,0
138.43048,10.56635,901.1293,1462.704902348,0,0,0
136.80467,10.57777,901.25747,1447.0883341859,0,0,0
139.93184,10.59923,901.22256,1483.1697564832,0,0,0
137.95846,10.57434,901.16465,1458.8196619164,0,0,0
136.69686,10.57168,901.28323,1445.1154609248,0,0,0
135.82478,10.68171,900.41032,1450.8409107738,0,0,0
136.19695,10.68211,900.56298,1454.8708015645,0,0,0
137.36056,10.66092,900.50741,1464.3899413152,0,0,0
137.29471,10.65181,900.66304,1462.4371649251,0,0,0
136.78604,10.68696,900.45397,1461.8269380384,0,0,0
139.89216,10.65551,900.44162,1490.6223098016,0,0,0
137.91524,10.67645,900.37945,1472.445164098,0,0,0
135.3975,10.61989,900.60045,1437.906556275,0,0,0
134.82466,10.63163,900.53849,1433.4058999958,0,0,0
138.36995,10.68649,900.36349,1478.6890869755,0,0,0
135.28565,10.65655,900.44992,1441.6782935075,0,0,0
135.88896,10.6795,900.09203,1451.22614832,0,0,0
135.88502,10.69733,900.19657,1453.6069009966,0,0,0
136.21365,10.67579,900.32623,1454.1883225335,0,0,0
136.20024,10.69743,900.42736,1456.9925333832,0,0,0
134.78452,10.71268,900.52274,1443.9034317136,0,0,0
136.25358,10.65981,900.50826,1452.4372746198,0,0,0
135.60942,10.64688,900.34965,1443.8172216096,0,0,0
135.40342,10.65324,900.27087,1442.4851300808,0,0,0
134.44657,10.67195,900.4578,1434.8070727115,0,0,0
136.8159,10.67975,900.35305,1461.159608025,0,0,0
134.12279,10.67836,900.20508,1432.2114358244,0,0,0
134.85148,10.66799,900.2779,1438.5942401252,0,0,0
136.63339,10.68872,900.21935,1460.4360483608,0,0,0
139.72807,10.64745,900.13206,1487.7476389215,0,0,0
136.33841,10.65721,900.33581,1452.9870664361,0,0,0
136.35279,10.66237,900.51869,1453.8438975123,0,0,0
137.38212,10.66739,900.3341,1465.5086530668,0,0,0
135.37068,10.65045,900.14888,1441.758658806,0,0,0
135.05055,10.68305,900.17783,1442.7517781775,0,0,0
137.45769,10.63302,900.37477,1461.5903669238,0,0,0
141.34159,10.65192,900.19508,1505.5593093528,0,0,0
136.75846,10.65944,900.04306,1457.7685988624,0,0,0
137.47586,10.67583,900.32942,1467.6689104638,0,0,0
137.59566,10.6652,900.36966,1467.485233032,0,0,0
135.4505,10.67173,900.14164,1445.491164365,0,0,0
134.78953,10.66014,900.42267,1436.8752603342,0,0,0
137.83142,10.64718,900.21403,1467.5159383956,0,0,0
134.42476,10.66002,900.16591,1432.9706300952,0,0,0
135.46092,10.68282,900.31984,1447.1046253944,0,0,0
134.68582,10.66842,900.30898,1436.8848958044,0,0,0
133.84847,10.64161,900.28982,1424.3632168367,0,0,0
138.19412,10.66148,900.16783,1473.3538464976,0,0,0
135.36147,10.67621,900.17017,1445.1474796287,0,0,0
136.35355,10.68675,900.59321,1457.1763004625,0,0,0
137.10936,10.65116,900.24043,1460.3737308576,0,0,0
133.86735,10.65997,900.23553,1427.0219349795,0,0,0
139.76917,10.68325,900.43566,1493.1889854025,0,0,0
134.74949,10.68224,900.40777,1439.4263920576,0,0,0
138.99954,10.66848,900.48676,1482.9138124992,0,0,0
133.3151,10.67225,900.92236,1422.772075975,0,0,0
134.83523,10.67234,900.57426,1439.0074185382,0,0,0
136.79748,10.65993,900.25469,1458.2515609764,0,0,0
135.75301,10.66205,900.55787,1447.4053802705,0,0,0
136.4527,10.65628,900.56255,1454.078177956,0,0,0
136.15823,10.70556,900.5634,1457.6501007588,0,0,0
135.80408,10.6789,900.42863,1450.238189912,0,0,0
136.00856,10.64496,900.63962,1447.8056808576,0,0,0
136.14487,10.67628,900.5832,1453.5207526836,0,0,0
135.6943,10.69504,900.64324,1451.255966272,0,0,0
138.03231,10.69265,900.7184,1475.9311795215,0,0,0
138.26508,10.64307,900.68987,1471.5649249956,0,0,0
136.93986,10.65823,900.83273,1459.5365240478,0,0,0
132.76037,10.68793,900.70392,1418.9335413341,0,0,0
132.50599,10.66636,900.67752,1413.3565914964,0,0,0
137.97496,10.65327,900.60662,1469.8845021192,0,0,0
135.59247,10.65815,900.43609,1445.1648841305,0,0,0
136.66138,10.69778,900.54318,1461.9733777364,0,0,0
135.07347,10.6832,900.7927,1443.016894704,0,0,0
136.73097,10.69837,900.6128,1462.7985075189,0,0,0
134.09035,10.69892,900.46611,1434.621927422,0,0,0
136.02238,10.6861,900.09459,1453.548754918,0,0,0
135.85763,10.71191,900.20359,1455.2947053733,0,0,0
135.5787,10.6363,900.3209,1442.05572681,0,0,0
138.7901,10.60693,900.19998,1472.136875393,0,0,0
136.34808,10.71505,900.36711,1460.976494604,0,0,0
135.34466,10.70924,900.22276,1449.4384466584,0,0,0
136.77906,10.64706,900.11928,1456.2948585636,0,0,0
135.09352,10.62214,900.1625,1434.9822825328,0,0,0
137.58017,10.67698,900.26853,1468.9407234866,0,0,0
135.3313,10.57073,899.99644,1430.550632849,0,0,0
136.13383,10.55493,900.13461,1436.8830462819,0,0,0
137.71101,10.56542,900.22723,1454.9746592742,0,0,0
136.21583,10.58927,899.91724,1442.4262021441,0,0,0
136.89117,10.57376,900.18316,1447.4543776992,0,0,0
136.57807,10.60304,899.97706,1448.1427393328,0,0,0
141.10183,10.60613,899.85422,1496.5443522179,0,0,0
138.63178,10.57655,900.17145,1466.245952759,0,0,0
137.55345,10.57928,900.15122,1455.216462516,0,0,0
136.54355,10.61981,900.075,1450.0665577255,0,0,0
137.43699,10.54639,899.77225,1449.4640969661,0,0,0
140.74779,10.51568,899.8753,1480.0587203472,0,0,0
137.5248,10.45789,899.90297,1438.219230672,0,0,0
136.38938,10.45717,899.6724,1426.2469328546,0,0,0
139.24056,10.49907,899.79269,1461.8963862792,0,0,0
140.16446,10.48741,899.86359,1469.9621594486,0,0,0
139.00951,10.43675,900.13419,1450.8075034925,0,0,0
139.3388,10.47442,899.65026,1459.493113496,0,0,0
137.23762,10.50975,899.52358,1442.333076795,0,0,0
136.704,10.49088,899.92895,1434.14525952,0,0,0
137.88694,10.44727,899.50442,1440.5420916538,0,0,0
139.86878,10.50729,899.58319,1469.6418334062,0,0,0
137.66951,10.52571,899.44906,1449.0693381021,0,0,0
137.52384,10.49583,899.32238,1443.4268455872,0,0,0
137.98058,10.5068,899.61193,1449.734357944,0,0,0
139.00946,10.47957,899.69177,1456.7593667322,0,0,0
137.54004,10.52569,899.59554,1447.7038236276,0,0,0
135.76557,10.53069,899.67176,1429.7051303433,0,0,0
137.44109,10.48723,899.75948,1441.3763222807,0,0,0
137.63934,10.48101,899.57276,1442.5992989334,0,0,0
140.21771,10.49492,899.12502,1471.5736490332,0,0,0
140.23968,10.46811,898.96875,1468.0443966048,0,0,0
134.67904,10.47467,899.11565,1410.7184999168,0,0,0
136.06884,10.46599,899.33643,1424.0951187516,0,0,0
139.99182,10.4717,899.30173,1465.952341494,0,0,0
139.34432,10.47756,899.0026,1459.9884734592,0,0,0
136.97347,10.4924,899.15419,1437.180436628,0,0,0
137.77453,10.48329,899.14439,1444.3303526037,0,0,0
135.74497,10.46585,899.1544,1420.6864942745,0,0,0
138.65774,10.48511,899.01942,1453.8416562514,0,0,0
136.30551,10.47051,899.87508,1427.1882055101,0,0,0
138.10656,10.46803,899.70071,1445.7036132768,0,0,0
137.30367,10.51369,899.63599,1443.5682222423,0,0,0
137.90987,10.5142,899.52592,1450.011955154,0,0,0
138.90929,10.47024,899.80674,1454.4136045296,0,0,0
139.24845,10.46889,899.82356,1457.7767057205,0,0,0
140.50985,10.51925,899.94832,1478.0582396125,0,0,0
137.84655,10.47668,899.78332,1444.174193454,0,0,0
142.32704,10.41563,899.78545,1482.4257876352,0,0,0
138.12969,10.49783,899.71477,1450.0620035727,0,0,0
136.83225,10.5775,900.59406,1447.343124375,0,0,0
134.3375,10.59448,900.82826,1423.235957,0,0,0
137.26986,10.57889,900.94046,1452.1627492554,0,0,0
136.22337,10.60454,900.94621,1444.5861760998,0,0,0
139.02626,10.62581,900.91406,1477.2666237706,0,0,0
135.46259,10.57997,901.06309,1433.1901383223,0,0,0
137.96929,10.552,900.94684,1455.85194808,0,0,0
136.78827,10.57729,900.85487,1446.8492003883,0,0,0
136.55337,10.59696,900.93492,1447.0505997552,0,0,0
137.11979,10.57941,901.18828,1450.6464775239,0,0,0
137.97278,10.64506,900.9296,1468.7285214668,0,0,0
137.83886,10.66814,900.77609,1470.4842559204,0,0,0
134.97883,10.69095,900.72926,1443.0519225885,0,0,0
137.25528,10.63722,900.90618,1460.0146095216,0,0,0
134.81949,10.66184,900.81378,1437.4238312616,0,0,0
